Genome	map00010	map00020	map00030	map00040	map00051	map00052	map00053	map00061	map00130	map00220	map00230	map00240	map00250	map00260	map00261	map00270	map00280	map00290	map00300	map00310	map00311	map00330	map00332	map00340	map00350	map00360	map00362	map00380	map00400	map00401	map00430	map00440	map00450	map00460	map00470	map00480	map00500	map00510	map00513	map00520	map00521	map00523	map00525	map00540	map00541	map00550	map00552	map00561	map00562	map00564	map00566	map00600	map00620	map00621	map00622	map00625	map00626	map00630	map00640	map00643	map00650	map00660	map00670	map00680	map00710	map00720	map00730	map00740	map00750	map00760	map00770	map00780	map00790	map00791	map00860	map00900	map00909	map00910	map00920	map00940	map00970	map00984	map00997	map00998	map00999	map01040	map01053	map01055	map01100	map01110	map01120	map01200	map01210	map01212	map01220	map01230	map01232	map01240	map01250	map01310	map01320	rn00010	rn00020	rn00030	rn00040	rn00051	rn00052	rn00053	rn00061	rn00130	rn00220	rn00230	rn00240	rn00250	rn00260	rn00261	rn00270	rn00280	rn00290	rn00300	rn00310	rn00311	rn00330	rn00332	rn00340	rn00350	rn00360	rn00362	rn00380	rn00400	rn00401	rn00430	rn00440	rn00450	rn00460	rn00470	rn00480	rn00500	rn00510	rn00513	rn00520	rn00521	rn00523	rn00525	rn00540	rn00541	rn00550	rn00552	rn00561	rn00562	rn00564	rn00566	rn00600	rn00620	rn00621	rn00622	rn00625	rn00626	rn00630	rn00640	rn00643	rn00650	rn00660	rn00670	rn00680	rn00710	rn00720	rn00730	rn00740	rn00750	rn00760	rn00770	rn00780	rn00790	rn00791	rn00860	rn00900	rn00909	rn00910	rn00920	rn00940	rn00970	rn00984	rn00997	rn00998	rn00999	rn01040	rn01053	rn01055	rn01100	rn01110	rn01120	rn01200	rn01210	rn01212	rn01220	rn01230	rn01232	rn01240	rn01250	rn01310	rn01320
GCF_000317835.1	4	3	6	4	5	4	1	1	0	3	14	5	7	8	0	4	1	1	3	0	0	5	2	7	1	1	0	0	9	1	0	0	0	0	5	5	2	0	0	17	1	1	1	0	6	6	1	3	1	0	0	0	10	0	0	0	0	10	2	0	3	0	8	2	8	8	3	5	0	3	3	0	4	0	11	8	0	2	1	0	5	0	0	0	0	1	0	0	152	75	39	23	4	1	1	30	6	33	18	0	1	4	3	6	4	5	4	1	1	0	3	14	5	7	8	0	4	1	1	3	0	0	5	2	7	1	1	0	0	9	1	0	0	0	0	5	5	2	0	0	17	1	1	1	0	6	6	1	3	1	0	0	0	10	0	0	0	0	10	2	0	3	0	8	2	8	8	3	5	0	3	3	0	4	0	11	8	0	2	1	0	5	0	0	0	0	1	0	0	152	75	39	23	4	1	1	30	6	33	18	0	1
GCF_000321415.2	3	2	3	2	2	1	0	0	3	3	12	6	6	5	1	10	0	2	5	0	0	4	2	5	0	0	0	0	11	0	0	0	2	0	5	3	3	0	0	10	4	4	2	2	9	5	1	2	2	3	1	0	10	0	0	0	0	8	3	0	1	0	7	5	7	6	4	6	1	3	3	4	6	0	14	8	0	6	2	0	4	0	1	1	0	0	1	1	167	86	43	23	6	0	0	35	6	46	16	5	0	3	2	3	2	2	1	0	0	3	3	12	6	6	5	1	10	0	2	5	0	0	4	2	5	0	0	0	0	11	0	0	0	2	0	5	3	3	0	0	10	4	4	2	2	9	5	1	2	2	3	1	0	10	0	0	0	0	8	3	0	1	0	7	5	7	6	4	6	1	3	3	4	6	0	14	8	0	6	2	0	4	0	1	1	0	0	1	1	167	86	43	23	6	0	0	35	6	46	16	5	0
GCF_000327045.1	7	3	3	2	1	1	0	0	4	3	12	6	7	7	1	10	0	3	8	0	0	4	2	5	0	0	0	0	10	0	0	0	0	0	7	4	3	0	0	9	4	4	2	2	7	6	1	2	1	2	1	0	14	0	0	0	0	4	3	0	1	0	6	3	9	7	4	5	0	3	3	4	9	0	17	8	0	2	2	0	4	0	0	1	0	0	1	1	166	91	39	23	8	0	0	40	6	50	13	0	0	7	3	3	2	1	1	0	0	4	3	12	6	7	7	1	10	0	3	8	0	0	4	2	5	0	0	0	0	10	0	0	0	0	0	7	4	3	0	0	9	4	4	2	2	7	6	1	2	1	2	1	0	14	0	0	0	0	4	3	0	1	0	6	3	9	7	4	5	0	3	3	4	9	0	17	8	0	2	2	0	4	0	0	1	0	0	1	1	166	91	39	23	8	0	0	40	6	50	13	0	0
GCF_000328625.1	3	0	8	7	2	5	1	0	0	2	10	7	8	7	2	6	0	1	5	1	0	2	2	5	0	0	0	0	14	1	0	0	1	0	6	1	3	0	0	16	10	8	4	2	12	6	1	5	4	2	1	0	4	0	0	0	0	6	1	0	0	3	5	1	8	2	3	6	0	1	3	1	2	0	10	7	0	3	1	0	5	0	0	1	0	0	0	2	149	80	37	17	5	0	0	40	5	32	21	0	0	3	0	8	7	2	5	1	0	0	2	10	7	8	7	2	6	0	1	5	1	0	2	2	5	0	0	0	0	14	1	0	0	1	0	6	1	3	0	0	16	10	8	4	2	12	6	1	5	4	2	1	0	4	0	0	0	0	6	1	0	0	3	5	1	8	2	3	6	0	1	3	1	2	0	10	7	0	3	1	0	5	0	0	1	0	0	0	2	149	80	37	17	5	0	0	40	5	32	21	0	0
GCF_000328705.1	2	4	8	4	2	3	1	0	2	4	17	6	10	14	1	8	3	2	8	0	0	4	2	9	1	1	2	0	14	1	0	0	0	0	13	7	2	0	0	13	7	6	4	0	9	9	1	7	2	2	1	1	8	0	0	0	0	10	2	0	3	0	5	2	3	7	5	13	0	4	3	5	6	0	17	11	0	3	1	0	4	0	0	0	0	0	2	2	205	101	42	20	5	0	3	44	9	60	18	0	1	2	4	8	4	2	3	1	0	2	4	17	6	10	14	1	8	3	2	8	0	0	4	2	9	1	1	2	0	14	1	0	0	0	0	13	7	2	0	0	13	7	6	4	0	9	9	1	7	2	2	1	1	8	0	0	0	0	10	2	0	3	0	5	2	3	7	5	13	0	4	3	5	6	0	17	11	0	3	1	0	4	0	0	0	0	0	2	2	205	101	42	20	5	0	3	44	9	60	18	0	1
GCF_000330885.1	7	5	10	7	5	5	1	0	0	10	17	9	12	18	1	9	3	2	7	0	0	6	3	8	1	2	2	0	11	0	0	0	0	0	9	7	3	0	0	13	5	4	2	2	9	8	1	8	5	3	2	0	11	0	0	0	0	16	2	0	5	0	13	6	10	10	5	12	1	3	3	0	3	3	17	7	0	10	5	0	4	0	0	2	0	0	0	1	244	103	78	37	5	0	3	50	8	53	18	4	2	7	5	10	7	5	5	1	0	0	10	17	9	12	18	1	9	3	2	7	0	0	6	3	8	1	2	2	0	11	0	0	0	0	0	9	7	3	0	0	13	5	4	2	2	9	8	1	8	5	3	2	0	11	0	0	0	0	16	2	0	5	0	13	6	10	10	5	12	1	3	3	0	3	3	17	7	0	10	5	0	4	0	0	2	0	0	0	1	244	103	78	37	5	0	3	50	8	53	18	4	2
GCF_000331185.2	5	3	5	3	3	4	1	0	0	5	17	6	11	12	1	15	2	1	9	0	0	4	2	8	2	2	3	0	17	0	2	2	0	0	10	6	1	0	0	16	7	6	5	0	9	7	1	7	3	1	1	1	12	0	0	0	0	13	3	2	3	0	8	4	9	8	5	8	0	4	3	4	3	0	19	12	0	10	2	0	4	0	1	3	0	0	1	2	228	106	71	28	6	0	3	49	9	51	19	6	1	5	3	5	3	3	4	1	0	0	5	17	6	11	12	1	15	2	1	9	0	0	4	2	8	2	2	3	0	17	0	2	2	0	0	10	6	1	0	0	16	7	6	5	0	9	7	1	7	3	1	1	1	12	0	0	0	0	13	3	2	3	0	8	4	9	8	5	8	0	4	3	4	3	0	19	12	0	10	2	0	4	0	1	3	0	0	1	2	228	106	71	28	6	0	3	49	9	51	19	6	1
GCF_000331715.1	3	0	3	2	2	1	0	0	0	1	10	6	5	4	1	2	0	0	4	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	6	0	1	0	0	5	4	4	2	2	8	5	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	4	5	0	1	3	3	3	0	6	6	0	0	0	0	5	0	0	0	0	0	0	1	81	42	15	5	3	0	0	15	6	28	11	0	0	3	0	3	2	2	1	0	0	0	1	10	6	5	4	1	2	0	0	4	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	6	0	1	0	0	5	4	4	2	2	8	5	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	4	5	0	1	3	3	3	0	6	6	0	0	0	0	5	0	0	0	0	0	0	1	81	42	15	5	3	0	0	15	6	28	11	0	0
GCF_000331735.1	4	3	8	3	2	1	0	0	4	3	12	7	7	11	4	15	1	0	9	0	0	4	1	6	1	1	0	1	14	1	1	0	1	0	9	3	3	0	0	10	4	3	2	2	8	8	1	3	2	2	1	0	7	0	0	0	0	6	1	1	0	0	7	3	5	7	6	7	1	2	4	4	5	0	13	7	0	2	5	0	5	0	0	4	0	0	2	1	178	95	48	26	6	0	0	45	6	51	15	0	1	4	3	8	3	2	1	0	0	4	3	12	7	7	11	4	15	1	0	9	0	0	4	1	6	1	1	0	1	14	1	1	0	1	0	9	3	3	0	0	10	4	3	2	2	8	8	1	3	2	2	1	0	7	0	0	0	0	6	1	1	0	0	7	3	5	7	6	7	1	2	4	4	5	0	13	7	0	2	5	0	5	0	0	4	0	0	2	1	178	95	48	26	6	0	0	45	6	51	15	0	1
GCF_000331995.1	4	0	5	7	4	3	1	0	0	6	11	7	12	6	1	6	0	2	5	1	0	4	2	5	0	2	0	0	13	1	0	0	0	0	7	0	3	0	0	14	1	0	0	0	4	8	1	4	2	1	1	0	7	0	0	0	0	6	2	0	0	0	5	0	7	3	5	2	0	2	2	0	1	0	0	7	0	6	1	0	5	0	0	1	0	0	0	0	126	63	30	13	5	0	0	41	5	20	14	0	0	4	0	5	7	4	3	1	0	0	6	11	7	12	6	1	6	0	2	5	1	0	4	2	5	0	2	0	0	13	1	0	0	0	0	7	0	3	0	0	14	1	0	0	0	4	8	1	4	2	1	1	0	7	0	0	0	0	6	2	0	0	0	5	0	7	3	5	2	0	2	2	0	1	0	0	7	0	6	1	0	5	0	0	1	0	0	0	0	126	63	30	13	5	0	0	41	5	20	14	0	0
GCF_000332115.1	2	2	4	3	2	0	0	0	1	1	9	5	5	8	3	6	1	0	6	0	0	1	0	8	1	1	0	1	8	1	0	0	0	0	6	1	1	0	0	6	4	4	2	2	6	4	0	0	1	1	0	0	5	0	0	0	0	2	1	1	0	0	5	1	6	4	2	4	1	2	3	3	2	0	8	3	0	1	0	0	5	0	0	0	0	0	0	1	107	54	25	10	4	0	0	25	5	31	11	0	0	2	2	4	3	2	0	0	0	1	1	9	5	5	8	3	6	1	0	6	0	0	1	0	8	1	1	0	1	8	1	0	0	0	0	6	1	1	0	0	6	4	4	2	2	6	4	0	0	1	1	0	0	5	0	0	0	0	2	1	1	0	0	5	1	6	4	2	4	1	2	3	3	2	0	8	3	0	1	0	0	5	0	0	0	0	0	0	1	107	54	25	10	4	0	0	25	5	31	11	0	0
GCF_000336465.1	4	2	8	4	1	3	2	0	1	7	19	8	11	9	1	11	0	1	8	0	0	7	2	7	2	0	2	0	14	1	0	5	1	0	8	5	1	0	0	7	4	4	2	2	7	6	1	3	2	4	1	0	10	0	0	1	0	13	3	2	1	0	9	6	5	6	4	7	3	3	5	4	8	0	19	7	0	9	6	0	4	0	0	5	0	0	0	1	224	98	71	28	5	0	2	48	10	58	11	4	1	4	2	8	4	1	3	2	0	1	7	19	8	11	9	1	11	0	1	8	0	0	7	2	7	2	0	2	0	14	1	0	5	1	0	8	5	1	0	0	7	4	4	2	2	7	6	1	3	2	4	1	0	10	0	0	1	0	13	3	2	1	0	9	6	5	6	4	7	3	3	5	4	8	0	19	7	0	9	6	0	4	0	0	5	0	0	0	1	224	98	71	28	5	0	2	48	10	58	11	4	1
GCF_000340435.2	4	3	5	3	1	1	1	1	3	3	12	7	7	8	1	12	2	1	7	0	0	2	2	6	0	1	1	0	13	1	1	0	0	0	7	2	2	0	0	8	6	4	2	0	6	5	1	3	3	2	1	0	10	1	1	0	0	8	2	0	1	0	6	3	7	8	4	5	0	4	3	5	3	0	16	12	0	6	2	0	4	2	3	1	0	1	1	1	170	92	46	22	4	1	2	42	7	46	11	4	1	4	3	5	3	1	1	1	1	3	3	12	7	7	8	1	12	2	1	7	0	0	2	2	6	0	1	1	0	13	1	1	0	0	0	7	2	2	0	0	8	6	4	2	0	6	5	1	3	3	2	1	0	10	1	1	0	0	8	2	0	1	0	6	3	7	8	4	5	0	4	3	5	3	0	16	12	0	6	2	0	4	2	3	1	0	1	1	1	170	92	46	22	4	1	2	42	7	46	11	4	1
GCF_000341345.1	2	2	4	5	1	2	1	0	6	5	13	7	8	8	1	7	2	1	7	0	0	2	2	7	1	1	1	0	15	1	0	0	1	1	6	4	4	0	0	11	4	3	2	0	6	5	1	5	2	1	2	0	7	0	0	0	0	9	3	0	2	0	6	3	5	5	2	7	0	5	3	1	3	0	8	8	0	8	2	0	4	0	0	1	0	0	1	1	165	88	44	23	5	0	2	43	8	40	12	4	1	2	2	4	5	1	2	1	0	6	5	13	7	8	8	1	7	2	1	7	0	0	2	2	7	1	1	1	0	15	1	0	0	1	1	6	4	4	0	0	11	4	3	2	0	6	5	1	5	2	1	2	0	7	0	0	0	0	9	3	0	2	0	6	3	5	5	2	7	0	5	3	1	3	0	8	8	0	8	2	0	4	0	0	1	0	0	1	1	165	88	44	23	5	0	2	43	8	40	12	4	1
GCF_000341355.1	4	2	3	1	1	0	0	0	0	3	10	6	7	2	1	2	0	0	6	0	0	2	2	0	0	0	0	0	4	0	0	0	0	0	6	2	0	0	0	5	0	0	0	2	2	4	0	0	1	2	0	0	3	0	0	0	0	2	0	0	1	0	3	0	5	4	4	4	1	2	3	0	0	0	3	6	0	2	0	0	4	0	0	0	0	0	0	0	79	37	17	9	3	0	0	20	4	26	6	0	0	4	2	3	1	1	0	0	0	0	3	10	6	7	2	1	2	0	0	6	0	0	2	2	0	0	0	0	0	4	0	0	0	0	0	6	2	0	0	0	5	0	0	0	2	2	4	0	0	1	2	0	0	3	0	0	0	0	2	0	0	1	0	3	0	5	4	4	4	1	2	3	0	0	0	3	6	0	2	0	0	4	0	0	0	0	0	0	0	79	37	17	9	3	0	0	20	4	26	6	0	0
GCF_000341395.1	3	0	6	2	3	2	0	0	0	2	10	7	6	6	1	4	0	1	4	0	0	4	2	3	0	1	0	0	12	0	0	0	1	0	6	2	3	0	0	9	4	4	2	2	7	5	1	1	2	3	1	0	4	0	0	0	0	5	0	0	0	0	3	6	6	3	5	5	1	1	3	3	3	0	10	6	0	1	1	0	5	0	0	1	0	0	0	1	123	65	29	17	4	0	0	31	4	36	14	0	0	3	0	6	2	3	2	0	0	0	2	10	7	6	6	1	4	0	1	4	0	0	4	2	3	0	1	0	0	12	0	0	0	1	0	6	2	3	0	0	9	4	4	2	2	7	5	1	1	2	3	1	0	4	0	0	0	0	5	0	0	0	0	3	6	6	3	5	5	1	1	3	3	3	0	10	6	0	1	1	0	5	0	0	1	0	0	0	1	123	65	29	17	4	0	0	31	4	36	14	0	0
GCF_000344785.1	2	2	5	4	1	2	0	0	1	3	15	7	7	7	1	7	0	1	6	0	0	3	2	5	0	0	2	0	14	1	0	0	0	0	6	3	3	0	0	11	3	2	2	0	5	6	1	4	2	1	2	0	7	0	0	0	0	6	2	0	0	0	8	2	3	5	4	7	0	4	3	2	4	0	9	8	0	2	2	0	4	0	0	1	0	0	0	1	145	77	34	17	4	0	2	40	10	40	11	0	1	2	2	5	4	1	2	0	0	1	3	15	7	7	7	1	7	0	1	6	0	0	3	2	5	0	0	2	0	14	1	0	0	0	0	6	3	3	0	0	11	3	2	2	0	5	6	1	4	2	1	2	0	7	0	0	0	0	6	2	0	0	0	8	2	3	5	4	7	0	4	3	2	4	0	9	8	0	2	2	0	4	0	0	1	0	0	0	1	145	77	34	17	4	0	2	40	10	40	11	0	1
GCF_000344805.1	5	4	5	5	4	2	2	0	0	5	16	8	8	12	1	12	2	1	8	0	0	3	2	9	4	2	2	0	12	0	0	3	0	2	6	7	2	0	0	8	0	0	0	2	6	6	1	5	1	3	1	0	14	0	0	0	0	13	1	2	4	0	7	8	9	9	4	8	1	4	5	4	3	1	22	9	0	6	4	0	4	0	1	4	0	0	0	0	219	95	63	30	6	0	1	43	9	56	12	1	1	5	4	5	5	4	2	2	0	0	5	16	8	8	12	1	12	2	1	8	0	0	3	2	9	4	2	2	0	12	0	0	3	0	2	6	7	2	0	0	8	0	0	0	2	6	6	1	5	1	3	1	0	14	0	0	0	0	13	1	2	4	0	7	8	9	9	4	8	1	4	5	4	3	1	22	9	0	6	4	0	4	0	1	4	0	0	0	0	219	95	63	30	6	0	1	43	9	56	12	1	1
GCF_000348725.1	4	1	4	2	1	1	0	0	1	1	6	6	5	3	2	5	1	0	5	0	0	4	2	3	0	0	0	0	4	0	0	0	0	0	8	2	1	0	0	7	2	2	2	2	7	7	1	2	1	2	1	0	5	0	0	0	0	2	3	0	0	0	3	1	7	5	0	4	0	1	3	0	2	0	5	2	0	1	1	0	5	0	0	1	0	0	0	1	88	35	22	14	3	0	0	18	8	23	11	0	0	4	1	4	2	1	1	0	0	1	1	6	6	5	3	2	5	1	0	5	0	0	4	2	3	0	0	0	0	4	0	0	0	0	0	8	2	1	0	0	7	2	2	2	2	7	7	1	2	1	2	1	0	5	0	0	0	0	2	3	0	0	0	3	1	7	5	0	4	0	1	3	0	2	0	5	2	0	1	1	0	5	0	0	1	0	0	0	1	88	35	22	14	3	0	0	18	8	23	11	0	0
GCF_000348785.1	2	1	4	3	3	3	1	1	1	3	12	7	6	8	1	4	1	1	5	0	0	3	1	3	0	1	0	0	10	0	0	2	1	0	6	0	2	0	0	8	4	4	2	0	7	4	0	3	1	1	1	0	8	0	0	0	0	4	0	0	1	0	6	1	5	4	1	6	0	3	3	0	4	0	8	6	0	2	3	0	4	0	0	3	0	1	0	1	120	62	27	10	4	1	0	27	7	26	13	0	2	2	1	4	3	3	3	1	1	1	3	12	7	6	8	1	4	1	1	5	0	0	3	1	3	0	1	0	0	10	0	0	2	1	0	6	0	2	0	0	8	4	4	2	0	7	4	0	3	1	1	1	0	8	0	0	0	0	4	0	0	1	0	6	1	5	4	1	6	0	3	3	0	4	0	8	6	0	2	3	0	4	0	0	3	0	1	0	1	120	62	27	10	4	1	0	27	7	26	13	0	2
GCF_000355675.1	4	2	5	2	2	1	0	0	1	7	16	7	8	7	1	13	0	2	7	0	0	3	2	5	0	1	0	0	9	1	0	0	1	1	6	3	1	0	0	7	4	4	2	2	9	5	1	2	1	2	1	0	10	0	0	0	0	8	3	0	1	0	7	5	5	6	2	9	2	2	4	4	10	2	15	7	0	8	7	0	4	0	0	3	0	0	0	1	180	86	55	26	6	0	0	42	7	49	13	4	2	4	2	5	2	2	1	0	0	1	7	16	7	8	7	1	13	0	2	7	0	0	3	2	5	0	1	0	0	9	1	0	0	1	1	6	3	1	0	0	7	4	4	2	2	9	5	1	2	1	2	1	0	10	0	0	0	0	8	3	0	1	0	7	5	5	6	2	9	2	2	4	4	10	2	15	7	0	8	7	0	4	0	0	3	0	0	0	1	180	86	55	26	6	0	0	42	7	49	13	4	2
GCF_000355695.1	4	4	5	4	4	3	1	0	3	5	15	7	7	8	1	9	0	1	6	0	0	2	2	4	0	0	0	0	13	1	0	0	0	0	7	2	2	0	0	11	4	3	2	0	7	7	1	6	3	1	1	0	5	0	0	0	0	5	2	0	1	0	5	3	5	5	4	5	0	3	3	0	1	2	7	7	0	2	2	0	4	0	0	2	0	0	2	1	143	79	35	20	5	0	0	39	9	34	14	0	0	4	4	5	4	4	3	1	0	3	5	15	7	7	8	1	9	0	1	6	0	0	2	2	4	0	0	0	0	13	1	0	0	0	0	7	2	2	0	0	11	4	3	2	0	7	7	1	6	3	1	1	0	5	0	0	0	0	5	2	0	1	0	5	3	5	5	4	5	0	3	3	0	1	2	7	7	0	2	2	0	4	0	0	2	0	0	2	1	143	79	35	20	5	0	0	39	9	34	14	0	0
GCF_000367205.1	4	1	6	4	2	1	0	0	3	3	13	7	7	9	1	8	2	1	6	0	0	2	2	6	0	0	0	0	11	0	0	0	0	0	7	1	1	0	0	10	2	2	2	0	4	5	1	5	1	1	0	0	5	0	0	0	0	6	2	0	0	0	7	2	6	6	6	4	0	4	3	4	2	0	12	8	0	2	1	0	4	0	0	1	0	0	2	1	146	69	32	18	4	0	0	36	7	42	10	0	0	4	1	6	4	2	1	0	0	3	3	13	7	7	9	1	8	2	1	6	0	0	2	2	6	0	0	0	0	11	0	0	0	0	0	7	1	1	0	0	10	2	2	2	0	4	5	1	5	1	1	0	0	5	0	0	0	0	6	2	0	0	0	7	2	6	6	6	4	0	4	3	4	2	0	12	8	0	2	1	0	4	0	0	1	0	0	2	1	146	69	32	18	4	0	0	36	7	42	10	0	0
GCF_000376545.2	2	4	8	3	2	3	0	0	0	5	16	8	9	14	1	6	1	1	6	0	0	6	2	8	3	2	2	1	10	0	1	0	1	0	5	3	1	0	0	8	5	4	2	2	8	5	1	2	3	1	1	0	7	0	0	0	0	10	3	2	2	0	7	5	6	6	4	6	1	3	3	1	4	0	17	8	0	4	5	0	4	0	0	1	0	0	0	1	185	77	55	24	4	0	3	39	9	42	13	0	2	2	4	8	3	2	3	0	0	0	5	16	8	9	14	1	6	1	1	6	0	0	6	2	8	3	2	2	1	10	0	1	0	1	0	5	3	1	0	0	8	5	4	2	2	8	5	1	2	3	1	1	0	7	0	0	0	0	10	3	2	2	0	7	5	6	6	4	6	1	3	3	1	4	0	17	8	0	4	5	0	4	0	0	1	0	0	0	1	185	77	55	24	4	0	3	39	9	42	13	0	2
GCF_000418365.1	3	2	5	2	1	1	1	0	1	3	14	7	7	7	1	7	1	1	6	0	0	3	2	5	0	0	0	0	12	1	0	0	0	0	6	1	2	0	0	8	3	2	2	0	4	5	1	3	2	1	1	0	7	0	0	0	0	5	1	0	1	0	8	4	3	6	6	7	0	4	3	1	3	0	8	7	0	2	2	0	4	0	0	1	0	0	0	1	134	74	35	17	4	0	0	37	7	39	9	0	1	3	2	5	2	1	1	1	0	1	3	14	7	7	7	1	7	1	1	6	0	0	3	2	5	0	0	0	0	12	1	0	0	0	0	6	1	2	0	0	8	3	2	2	0	4	5	1	3	2	1	1	0	7	0	0	0	0	5	1	0	1	0	8	4	3	6	6	7	0	4	3	1	3	0	8	7	0	2	2	0	4	0	0	1	0	0	0	1	134	74	35	17	4	0	0	37	7	39	9	0	1
GCF_000444995.1	2	4	7	2	1	2	1	0	0	5	16	9	9	11	1	9	1	1	6	0	0	4	2	9	0	2	0	0	11	1	0	0	1	0	5	3	1	0	0	8	4	4	2	2	7	5	1	3	1	1	1	0	7	0	0	0	0	19	3	0	2	0	12	12	6	8	4	8	1	4	4	4	3	0	15	7	0	4	7	0	4	0	0	3	0	0	0	1	193	78	59	35	4	0	0	42	10	49	11	0	2	2	4	7	2	1	2	1	0	0	5	16	9	9	11	1	9	1	1	6	0	0	4	2	9	0	2	0	0	11	1	0	0	1	0	5	3	1	0	0	8	4	4	2	2	7	5	1	3	1	1	1	0	7	0	0	0	0	19	3	0	2	0	12	12	6	8	4	8	1	4	4	4	3	0	15	7	0	4	7	0	4	0	0	3	0	0	0	1	193	78	59	35	4	0	0	42	10	49	11	0	2
GCF_000445445.2	5	1	4	3	3	2	0	0	1	2	9	9	6	9	2	14	0	2	5	1	0	5	3	7	0	3	1	0	15	0	0	0	2	0	6	3	6	0	0	15	9	8	5	2	18	8	2	7	2	2	2	0	10	1	1	0	0	8	1	0	1	3	9	3	8	4	5	7	0	1	3	4	3	0	17	7	0	1	3	0	5	0	0	3	0	0	1	3	188	88	38	23	6	0	1	41	5	45	27	0	0	5	1	4	3	3	2	0	0	1	2	9	9	6	9	2	14	0	2	5	1	0	5	3	7	0	3	1	0	15	0	0	0	2	0	6	3	6	0	0	15	9	8	5	2	18	8	2	7	2	2	2	0	10	1	1	0	0	8	1	0	1	3	9	3	8	4	5	7	0	1	3	4	3	0	17	7	0	1	3	0	5	0	0	3	0	0	1	3	188	88	38	23	6	0	1	41	5	45	27	0	0
GCF_000455605.1	2	2	4	1	2	0	0	0	1	1	9	6	5	7	2	5	1	0	5	0	0	1	0	8	1	0	0	1	6	0	0	0	0	0	6	0	0	0	0	5	4	4	2	2	8	5	1	0	1	2	0	0	5	0	0	0	0	4	2	1	0	0	5	1	5	3	2	5	1	1	3	3	1	0	11	4	0	1	0	0	5	0	0	0	0	0	0	1	107	56	26	12	3	0	0	23	6	33	12	0	0	2	2	4	1	2	0	0	0	1	1	9	6	5	7	2	5	1	0	5	0	0	1	0	8	1	0	0	1	6	0	0	0	0	0	6	0	0	0	0	5	4	4	2	2	8	5	1	0	1	2	0	0	5	0	0	0	0	4	2	1	0	0	5	1	5	3	2	5	1	1	3	3	1	0	11	4	0	1	0	0	5	0	0	0	0	0	0	1	107	56	26	12	3	0	0	23	6	33	12	0	0
GCF_000463345.2	5	3	9	9	6	2	3	0	6	4	18	8	6	11	2	11	0	1	9	0	0	9	2	8	1	1	0	1	16	1	0	0	0	0	8	6	2	0	0	12	5	4	2	2	12	6	1	3	3	3	0	0	11	0	0	0	0	9	1	0	1	0	9	8	8	6	6	5	3	4	4	5	4	2	11	9	0	3	5	0	5	0	0	1	0	0	3	1	230	107	63	27	6	0	1	46	13	52	20	2	1	5	3	9	9	6	2	3	0	6	4	18	8	6	11	2	11	0	1	9	0	0	9	2	8	1	1	0	1	16	1	0	0	0	0	8	6	2	0	0	12	5	4	2	2	12	6	1	3	3	3	0	0	11	0	0	0	0	9	1	0	1	0	9	8	8	6	6	5	3	4	4	5	4	2	11	9	0	3	5	0	5	0	0	1	0	0	3	1	230	107	63	27	6	0	1	46	13	52	20	2	1
GCF_000470775.1	2	2	5	4	1	3	0	0	1	3	16	7	7	9	1	7	0	1	8	0	0	2	2	6	0	0	0	0	11	1	0	0	0	0	8	1	2	0	0	10	3	3	2	0	5	7	1	6	1	1	1	0	3	0	0	0	0	4	1	0	1	0	4	2	2	3	2	3	0	4	2	0	1	0	7	7	0	2	1	0	4	0	0	1	0	0	0	1	126	68	27	13	4	0	0	36	9	28	12	0	0	2	2	5	4	1	3	0	0	1	3	16	7	7	9	1	7	0	1	8	0	0	2	2	6	0	0	0	0	11	1	0	0	0	0	8	1	2	0	0	10	3	3	2	0	5	7	1	6	1	1	1	0	3	0	0	0	0	4	1	0	1	0	4	2	2	3	2	3	0	4	2	0	1	0	7	7	0	2	1	0	4	0	0	1	0	0	0	1	126	68	27	13	4	0	0	36	9	28	12	0	0
GCF_000473995.1	5	2	5	8	3	5	2	0	1	3	9	6	10	8	3	10	0	1	7	0	0	4	2	6	0	0	0	0	14	0	0	3	1	0	7	3	4	0	0	17	11	10	5	0	15	6	1	7	3	1	2	0	12	0	0	0	0	4	1	0	3	0	2	2	12	2	6	6	0	3	3	3	4	0	6	8	0	5	2	0	6	0	0	4	0	0	1	3	169	93	42	19	6	0	0	47	4	39	23	0	0	5	2	5	8	3	5	2	0	1	3	9	6	10	8	3	10	0	1	7	0	0	4	2	6	0	0	0	0	14	0	0	3	1	0	7	3	4	0	0	17	11	10	5	0	15	6	1	7	3	1	2	0	12	0	0	0	0	4	1	0	3	0	2	2	12	2	6	6	0	3	3	3	4	0	6	8	0	5	2	0	6	0	0	4	0	0	1	3	169	93	42	19	6	0	0	47	4	39	23	0	0
