Genome	map00010	map00030	map00040	map00230	map00240	map00250	map00470	map00520	map00541	map00550	map00620	map00670	map00710	map00720	map00770	map00900	map00970	map01100	map01110	map01120	map01200	map01230	map01232	map01240	map01250	rn00010	rn00030	rn00040	rn00230	rn00240	rn00250	rn00470	rn00520	rn00541	rn00550	rn00620	rn00670	rn00710	rn00720	rn00770	rn00900	rn00970	rn01100	rn01110	rn01120	rn01200	rn01230	rn01232	rn01240	rn01250
GCF_001617625.1	3	6	4	13	4	7	7	7	3	5	9	6	6	4	3	8	5	163	80	45	25	43	5	42	8	3	6	4	13	4	7	7	7	3	5	9	6	6	4	3	8	5	163	80	45	25	43	5	42	8
GCF_001618845.1	6	10	8	16	7	15	7	13	11	7	10	13	11	9	5	7	4	244	96	79	39	47	8	50	20	6	10	8	16	7	15	7	13	11	7	10	13	11	9	5	7	4	244	96	79	39	47	8	50	20
GCF_001618865.1	4	5	7	12	8	7	6	13	9	6	10	4	8	5	3	6	5	155	74	39	19	32	5	35	19	4	5	7	12	8	7	6	13	9	6	10	4	8	5	3	6	5	155	74	39	19	32	5	35	19
GCF_001620265.1	3	8	6	15	9	11	6	7	4	5	8	9	8	6	3	8	4	191	80	63	30	44	9	38	9	3	8	6	15	9	11	6	7	4	5	8	9	8	6	3	8	4	191	80	63	30	44	9	38	9
GCF_001632775.1	4	3	3	13	5	6	4	7	9	5	7	6	8	6	4	7	5	165	73	43	27	34	7	42	13	4	3	3	13	5	6	4	7	9	5	7	6	8	6	4	7	5	165	73	43	27	34	7	42	13
GCF_001633165.1	5	6	6	16	8	8	6	11	6	6	10	7	8	6	4	12	4	188	90	50	29	42	9	49	13	5	6	6	16	8	8	6	11	6	6	10	7	8	6	4	12	4	188	90	50	29	42	9	49	13
GCF_001634285.1	2	5	2	12	6	7	6	10	8	6	5	5	4	4	4	8	5	156	85	34	13	38	5	44	15	2	5	2	12	6	7	6	10	8	6	5	5	4	4	4	8	5	156	85	34	13	38	5	44	15
GCF_001636015.1	3	3	2	14	8	6	6	6	3	5	8	4	5	3	3	7	4	131	69	32	19	34	8	40	7	3	3	2	14	8	6	6	6	3	5	8	4	5	3	3	7	4	131	69	32	19	34	8	40	7
GCF_001636295.1	3	7	6	13	6	7	6	9	4	5	4	7	3	4	3	13	4	161	86	45	22	36	6	35	10	3	7	6	13	6	7	6	9	4	5	4	7	3	4	3	13	4	161	86	45	22	36	6	35	10
GCF_001642085.1	3	6	3	10	7	6	4	11	5	5	4	3	8	2	3	7	5	103	57	20	15	34	3	23	12	3	6	3	10	7	6	4	11	5	5	4	3	8	2	3	7	5	103	57	20	15	34	3	23	12
GCF_001642805.2	7	8	7	13	7	9	9	16	12	7	13	9	9	6	4	8	5	249	118	67	32	48	8	59	20	7	8	7	13	7	9	9	16	12	7	13	9	9	6	4	8	5	249	118	67	32	48	8	59	20
GCF_001643015.1	2	5	4	15	7	7	6	10	5	5	8	8	5	6	3	8	4	156	83	38	22	43	10	41	10	2	5	4	15	7	7	6	10	5	5	8	8	5	6	3	8	4	156	83	38	22	43	10	41	10
GCF_001644565.1	2	5	2	14	5	7	5	7	2	5	8	6	5	4	3	8	5	111	60	33	14	29	6	21	7	2	5	2	14	5	7	5	7	2	5	8	6	5	4	3	8	5	111	60	33	14	29	6	21	7
GCF_001644605.1	1	7	11	14	7	7	6	16	8	7	4	5	5	3	3	9	5	151	80	37	11	37	7	35	19	1	7	11	14	7	7	6	16	8	7	4	5	5	3	3	9	5	151	80	37	11	37	7	35	19
GCF_001644645.1	5	5	3	13	7	5	6	8	8	6	8	6	6	6	3	6	5	141	71	35	15	35	9	35	14	5	5	3	13	7	5	6	8	8	6	8	6	6	6	3	6	5	141	71	35	15	35	9	35	14
GCF_001644705.1	5	6	7	15	7	7	7	11	9	5	10	8	7	6	4	7	5	225	103	59	26	45	9	54	17	5	6	7	15	7	7	7	11	9	5	10	8	7	6	4	7	5	225	103	59	26	45	9	54	17
GCF_001648155.1	4	5	4	16	5	8	6	6	5	6	6	6	7	6	3	2	6	137	68	36	17	31	10	42	9	4	5	4	16	5	8	6	6	5	6	6	6	7	6	3	2	6	137	68	36	17	31	10	42	9
GCF_001651805.1	5	7	6	17	7	10	6	8	7	5	11	11	6	7	3	5	4	232	96	77	33	53	8	49	11	5	7	6	17	7	10	6	8	7	5	11	11	6	7	3	5	4	232	96	77	33	53	8	49	11
GCF_001653335.1	5	5	1	12	7	8	7	7	4	5	10	7	7	10	3	7	4	156	73	43	23	39	6	38	10	5	5	1	12	7	8	7	7	4	5	10	7	7	10	3	7	4	156	73	43	23	39	6	38	10
GCF_001653755.1	4	5	1	9	6	6	6	8	6	6	7	7	7	6	3	3	5	129	69	37	20	35	5	33	13	4	5	1	9	6	6	6	8	6	6	7	7	7	6	3	3	5	129	69	37	20	35	5	33	13
GCF_001654455.1	3	7	6	13	6	6	6	9	9	5	7	6	7	4	3	5	5	144	72	40	18	36	9	30	16	3	7	6	13	6	6	6	9	9	5	7	6	7	4	3	5	5	144	72	40	18	36	9	30	16
GCF_001660045.1	5	6	4	17	6	10	7	14	6	6	12	8	8	9	4	11	5	217	98	62	25	49	8	51	16	5	6	4	17	6	10	7	14	6	6	12	8	8	9	4	11	5	217	98	62	25	49	8	51	16
GCF_001660485.1	3	5	6	16	7	7	7	11	7	7	7	8	3	5	3	7	4	175	84	49	22	39	8	40	15	3	5	6	16	7	7	7	11	7	7	7	8	3	5	3	7	4	175	84	49	22	39	8	40	15
GCF_001663155.1	5	4	4	13	7	6	7	9	3	6	7	7	8	6	3	7	4	143	72	34	20	37	7	39	9	5	4	4	13	7	6	7	9	3	6	7	7	8	6	3	7	4	143	72	34	20	37	7	39	9
GCF_001663175.1	5	3	2	13	8	6	6	11	8	5	8	7	7	7	3	7	4	143	74	34	20	34	8	39	15	5	3	2	13	8	6	6	11	8	5	8	7	7	7	3	7	4	143	74	34	20	34	8	39	15
GCF_001663675.1	6	6	4	15	6	6	7	10	8	7	9	5	7	6	3	6	5	128	72	25	18	40	5	28	12	6	6	4	15	6	6	7	10	8	7	9	5	7	6	3	6	5	128	72	25	18	40	5	28	12
GCF_001663815.1	3	3	2	15	6	9	6	9	9	5	7	6	6	5	3	7	4	151	80	44	18	40	7	41	14	3	3	2	15	6	9	6	9	9	5	7	6	6	5	3	7	4	151	80	44	18	40	7	41	14
GCF_001664265.1	6	10	6	17	8	11	9	12	10	6	10	9	7	8	3	8	4	225	90	69	32	45	8	49	18	6	10	6	17	8	11	9	12	10	6	10	9	7	8	3	8	4	225	90	69	32	45	8	49	18
GCF_001664385.1	7	10	6	18	9	12	8	12	11	6	11	11	9	10	3	9	4	239	99	72	37	44	9	55	19	7	10	6	18	9	12	8	12	11	6	11	11	9	10	3	9	4	239	99	72	37	44	9	55	19
GCF_001676705.1	4	6	4	15	6	7	8	10	11	6	9	7	6	6	4	9	4	203	84	60	29	42	9	45	17	4	6	4	15	6	7	8	10	11	6	9	7	6	6	4	9	4	203	84	60	29	42	9	45	17
GCF_001676725.1	4	6	5	15	6	7	5	9	10	5	9	9	6	7	5	9	4	207	84	65	29	41	9	48	15	4	6	5	15	6	7	5	9	10	5	9	9	6	7	5	9	4	207	84	65	29	41	9	48	15
GCF_001678905.1	4	6	1	14	3	7	6	9	2	5	7	3	7	4	3	5	4	121	59	34	16	27	8	32	9	4	6	1	14	3	7	6	9	2	5	7	3	7	4	3	5	4	121	59	34	16	27	8	32	9
GCF_001682385.1	4	3	2	16	8	7	6	10	8	5	10	8	7	8	4	8	4	188	84	61	27	43	9	48	15	4	3	2	16	8	7	6	10	8	5	10	8	7	8	4	8	4	188	84	61	27	43	9	48	15
GCF_001685415.1	4	5	2	15	6	8	4	9	3	4	6	10	5	7	3	8	4	154	76	44	24	34	8	32	9	4	5	2	15	6	8	4	9	3	4	6	10	5	7	3	8	4	154	76	44	24	34	8	32	9
GCF_001685435.2	5	5	2	12	6	6	6	10	3	6	9	5	9	6	3	8	5	140	72	36	22	33	5	40	9	5	5	2	12	6	6	6	10	3	6	9	5	9	6	3	8	5	140	72	36	22	33	5	40	9
GCF_001686985.1	6	11	7	17	8	15	7	12	13	7	13	12	10	12	5	7	4	255	98	83	42	49	8	57	20	6	11	7	17	8	15	7	12	13	7	13	12	10	12	5	7	4	255	98	83	42	49	8	57	20
GCF_001687475.2	3	5	2	14	5	7	5	6	4	5	3	6	4	3	3	7	4	112	65	28	12	31	6	30	8	3	5	2	14	5	7	5	6	4	5	3	6	4	3	3	7	4	112	65	28	12	31	6	30	8
GCF_001687565.2	2	7	4	13	6	6	6	14	7	7	6	6	5	5	3	8	5	151	85	32	17	38	5	43	14	2	7	4	13	6	6	6	14	7	7	6	6	5	5	3	8	5	151	85	32	17	38	5	43	14
GCF_001687585.2	4	7	5	13	6	6	6	14	12	7	8	4	8	5	3	8	5	168	91	40	26	40	5	46	18	4	7	5	13	6	6	6	14	12	7	8	4	8	5	3	8	5	168	91	40	26	40	5	46	18
GCF_001688725.2	4	6	10	10	6	7	6	6	6	5	8	7	7	5	3	6	5	135	67	30	16	36	7	29	10	4	6	10	10	6	7	6	6	6	5	8	7	7	5	3	6	5	135	67	30	16	36	7	29	10
GCF_001688845.2	5	3	4	9	6	7	6	6	6	5	6	6	6	5	3	6	5	117	59	23	14	32	6	26	10	5	3	4	9	6	7	6	6	6	5	6	6	6	5	3	6	5	117	59	23	14	32	6	26	10
GCF_001689125.2	4	5	8	9	6	11	8	10	5	7	8	4	8	2	2	7	5	152	80	44	15	46	4	25	12	4	5	8	9	6	11	8	10	5	7	8	4	8	2	2	7	5	152	80	44	15	46	4	25	12
GCF_001693335.1	1	3	2	9	6	6	5	7	7	5	1	4	2	2	3	7	4	89	48	19	6	17	4	32	11	1	3	2	9	6	6	5	7	7	5	1	4	2	2	3	7	4	89	48	19	6	17	4	32	11
GCF_001693385.1	5	6	3	14	7	11	7	11	13	7	11	9	10	9	5	9	4	238	102	74	34	48	8	63	20	5	6	3	14	7	11	7	11	13	7	11	9	10	9	5	9	4	238	102	74	34	48	8	63	20
GCF_001693515.2	5	6	4	15	7	9	7	8	10	7	11	7	10	8	5	9	4	233	99	74	36	50	8	61	15	5	6	4	15	7	9	7	8	10	7	11	7	10	8	5	9	4	233	99	74	36	50	8	61	15
GCF_001696605.3	3	4	2	15	7	6	7	7	6	5	9	6	7	5	3	7	4	163	81	51	24	41	8	47	10	3	4	2	15	7	6	7	7	6	5	9	6	7	5	3	7	4	163	81	51	24	41	8	47	10
GCF_001697185.1	3	3	5	10	6	5	6	7	6	6	5	7	6	4	3	3	4	137	72	34	13	39	6	41	12	3	3	5	10	6	5	6	7	6	6	5	7	6	4	3	3	4	137	72	34	13	39	6	41	12
GCF_001697225.1	5	5	2	12	6	6	5	8	8	5	9	7	4	8	3	8	4	151	74	45	18	36	6	41	13	5	5	2	12	6	6	5	8	8	5	9	7	4	8	3	8	4	151	74	45	18	36	6	41	13
GCF_001698225.1	3	5	3	16	8	10	6	12	9	6	13	8	6	10	3	8	4	201	99	59	27	47	10	49	16	3	5	3	16	8	10	6	12	9	6	13	8	6	10	3	8	4	201	99	59	27	47	10	49	16
GCF_001700985.1	4	5	6	11	6	6	6	12	3	7	6	5	7	4	4	7	5	172	85	42	19	37	4	50	10	4	5	6	11	6	6	6	12	3	7	6	5	7	4	4	7	5	172	85	42	19	37	4	50	10
GCF_001701025.1	3	6	4	18	8	10	10	15	7	7	9	11	5	9	4	13	5	245	109	60	29	52	11	60	18	3	6	4	18	8	10	10	15	7	7	9	11	5	9	4	13	5	245	109	60	29	52	11	60	18
GCF_001701045.1	5	3	3	14	8	11	7	7	5	5	8	7	7	4	4	5	4	144	63	35	16	31	8	30	9	5	3	3	14	8	11	7	7	5	5	8	7	7	4	4	5	4	144	63	35	16	31	8	30	9
GCF_001702155.1	2	6	6	14	6	6	7	9	4	6	3	4	4	2	3	7	5	130	69	23	10	35	5	38	10	2	6	6	14	6	6	7	9	4	6	3	4	4	2	3	7	5	130	69	23	10	35	5	38	10
GCF_001702215.1	1	5	2	5	7	5	6	9	2	4	4	4	3	2	3	8	5	84	32	20	10	16	5	26	9	1	5	2	5	7	5	6	9	2	4	4	4	3	2	3	8	5	84	32	20	10	16	5	26	9
GCF_001703515.1	5	7	3	13	6	6	6	8	3	6	5	3	6	4	3	12	5	134	77	27	15	37	5	39	8	5	7	3	13	6	6	6	8	3	6	5	3	6	4	3	12	5	134	77	27	15	37	5	39	8
GCF_001704615.3	3	3	2	14	7	6	6	6	3	5	9	6	7	5	3	7	4	151	78	43	23	42	8	45	7	3	3	2	14	7	6	6	6	3	5	9	6	7	5	3	7	4	151	78	43	23	42	8	45	7
GCF_001705075.2	4	5	2	14	8	7	6	8	8	4	7	6	4	4	3	8	4	151	79	39	17	38	8	42	13	4	5	2	14	8	7	6	8	8	4	7	6	4	4	3	8	4	151	79	39	17	38	8	42	13
GCF_001708305.1	1	4	2	11	7	6	4	12	5	5	3	5	4	3	3	7	5	98	51	23	12	23	4	23	13	1	4	2	11	7	6	4	12	5	5	3	5	4	3	3	7	5	98	51	23	12	23	4	23	13
GCF_001708425.1	4	7	3	18	7	11	6	9	9	5	8	8	5	5	5	7	4	236	97	74	29	47	8	60	14	4	7	3	18	7	11	6	9	9	5	8	8	5	5	5	7	4	236	97	74	29	47	8	60	14
GCF_001717525.2	5	5	1	9	6	5	4	5	6	5	6	6	6	5	3	7	5	108	50	26	16	24	7	21	9	5	5	1	9	6	5	4	5	6	5	6	6	6	5	3	7	5	108	50	26	16	24	7	21	9
GCF_001717955.1	5	6	7	14	7	6	7	10	8	5	9	10	8	8	3	9	4	199	84	56	28	40	8	50	15	5	6	7	14	7	6	7	10	8	5	9	10	8	8	3	9	4	199	84	56	28	40	8	50	15
GCF_001718335.1	5	8	7	20	6	13	7	13	10	6	13	8	6	7	5	9	4	260	105	89	39	48	8	60	19	5	8	7	20	6	13	7	13	10	6	13	8	6	7	5	9	4	260	105	89	39	48	8	60	19
GCF_001718875.1	4	7	7	17	6	9	7	12	13	6	12	7	8	7	5	12	4	249	113	83	39	53	7	58	19	4	7	7	17	6	9	7	12	13	6	12	7	8	7	5	12	4	249	113	83	39	53	7	58	19
GCF_001718895.1	4	7	8	19	6	13	8	16	14	6	14	8	6	7	6	10	4	271	113	90	39	49	8	59	25	4	7	8	19	6	13	8	16	14	6	14	8	6	7	6	10	4	271	113	90	39	49	8	59	25
GCF_001720485.1	3	6	4	15	6	10	6	8	7	5	9	12	7	6	3	7	4	193	80	59	29	39	8	45	12	3	6	4	15	6	10	6	8	7	5	9	12	7	6	3	7	4	193	80	59	29	39	8	45	12
GCF_001721685.1	3	7	6	14	6	6	6	13	4	7	7	5	8	5	3	8	5	158	82	40	21	41	4	37	12	3	7	6	14	6	6	6	13	4	7	7	5	8	5	3	8	5	158	82	40	21	41	4	37	12
GCF_001723605.1	4	3	2	13	6	6	4	9	14	5	9	8	4	4	3	7	4	151	82	40	20	36	7	39	18	4	3	2	13	6	6	4	9	14	5	9	8	4	4	3	7	4	151	82	40	20	36	7	39	18
GCF_001729245.1	4	3	2	13	3	6	7	11	14	7	5	4	5	3	3	5	5	142	70	30	13	32	5	39	19	4	3	2	13	3	6	7	11	14	7	5	4	5	3	3	5	5	142	70	30	13	32	5	39	19
GCF_001729805.1	6	6	8	15	7	8	8	12	9	7	11	8	8	5	4	8	5	234	101	66	29	44	8	56	17	6	6	8	15	7	8	8	12	9	7	11	8	8	5	4	8	5	234	101	66	29	44	8	56	17
GCF_001735765.2	4	4	4	9	6	9	6	12	7	6	3	3	5	3	4	7	5	115	64	30	12	30	4	30	14	4	4	4	9	6	9	6	12	7	6	3	3	5	3	4	7	5	115	64	30	12	30	4	30	14
GCF_001742145.1	6	7	10	14	7	7	6	11	8	5	9	8	8	6	4	8	5	225	107	62	27	43	9	55	16	6	7	10	14	7	7	6	11	8	5	9	8	8	6	4	8	5	225	107	62	27	43	9	55	16
GCF_001742185.1	5	7	9	16	7	7	6	11	8	5	9	8	7	6	4	8	5	214	102	60	24	42	11	54	16	5	7	9	16	7	7	6	11	8	5	9	8	7	6	4	8	5	214	102	60	24	42	11	54	16
GCF_001742225.1	5	4	5	15	9	7	7	9	8	5	9	8	8	7	3	7	4	183	81	50	24	39	10	51	14	5	4	5	15	9	7	7	9	8	5	9	8	8	7	3	7	4	183	81	50	24	39	10	51	14
GCF_001746835.1	4	6	6	13	6	5	6	10	6	6	8	6	7	7	4	6	5	140	72	37	17	36	8	31	13	4	6	6	13	6	5	6	10	6	6	8	6	7	7	4	6	5	140	72	37	17	36	8	31	13
GCF_001746915.2	6	5	1	13	6	7	6	12	8	5	8	7	6	6	4	9	5	174	97	38	24	39	7	50	16	6	5	1	13	6	7	6	12	8	5	8	7	6	6	4	9	5	174	97	38	24	39	7	50	16
GCF_001747405.1	4	4	1	12	5	7	6	4	6	5	4	6	6	4	3	7	4	140	84	31	15	40	6	46	9	4	4	1	12	5	7	6	4	6	5	4	6	6	4	3	7	4	140	84	31	15	40	6	46	9
GCF_001750105.1	5	6	3	15	4	9	7	11	16	5	10	7	6	6	3	7	5	180	95	50	26	43	5	43	21	5	6	3	15	4	9	7	11	16	5	10	7	6	6	3	7	5	180	95	50	26	43	5	43	21
GCF_001750725.1	6	6	8	15	7	7	8	12	9	7	10	8	7	5	4	8	5	243	105	71	30	45	8	56	17	6	6	8	15	7	7	8	12	9	7	10	8	7	5	4	8	5	243	105	71	30	45	8	56	17
GCF_001761545.1	4	7	7	12	7	6	6	10	6	5	2	3	8	2	3	7	5	96	48	17	12	22	4	27	11	4	7	7	12	7	6	6	10	6	5	2	3	8	2	3	7	5	96	48	17	12	22	4	27	11
GCF_001787355.1	3	7	3	14	6	6	5	7	9	4	6	5	7	4	3	7	4	141	68	32	17	36	8	35	13	3	7	3	14	6	6	5	7	9	4	6	5	7	4	3	7	4	141	68	32	17	36	8	35	13
GCF_001854125.1	5	7	2	14	8	8	6	7	4	5	10	8	6	7	3	7	4	178	82	54	31	41	7	43	9	5	7	2	14	8	8	6	7	4	5	10	8	6	7	3	7	4	178	82	54	31	41	7	43	9
GCF_001854225.1	3	5	1	15	6	8	7	8	1	7	4	4	3	4	3	5	4	112	65	28	12	38	8	25	8	3	5	1	15	6	8	7	8	1	7	4	4	3	4	3	5	4	112	65	28	12	38	8	25	8
GCF_001855275.1	4	8	2	16	9	10	8	8	10	6	8	7	6	6	3	8	4	197	89	55	29	42	10	53	14	4	8	2	16	9	10	8	8	10	6	8	7	6	6	3	8	4	197	89	55	29	42	10	53	14
GCF_001856645.1	5	5	5	9	6	7	6	15	9	7	6	6	8	4	3	8	5	152	79	35	16	41	4	41	18	5	5	5	9	6	7	6	15	9	7	6	6	8	4	3	8	5	152	79	35	16	41	4	41	18
GCF_001856665.1	2	6	3	15	10	11	5	8	8	5	8	10	5	7	3	8	4	164	74	48	22	38	10	39	13	2	6	3	15	10	11	5	8	8	5	8	10	5	7	3	8	4	164	74	48	22	38	10	39	13
GCF_001856685.1	4	3	4	14	5	6	7	7	1	7	2	4	4	4	4	6	4	91	47	19	10	28	7	20	6	4	3	4	14	5	6	7	7	1	7	2	4	4	4	4	6	4	91	47	19	10	28	7	20	6
GCF_001857965.1	2	4	7	10	6	6	6	12	7	5	9	6	6	5	3	3	5	139	67	38	14	37	7	36	16	2	4	7	10	6	6	6	12	7	5	9	6	6	5	3	3	5	139	67	38	14	37	7	36	16
GCF_001858005.1	3	3	5	10	6	9	6	12	8	4	3	5	5	3	3	7	5	112	58	22	8	35	6	17	16	3	3	5	10	6	9	6	12	8	4	3	5	5	3	3	7	5	112	58	22	8	35	6	17	16
GCF_001865575.2	4	8	9	18	6	11	8	13	15	6	17	7	8	7	6	8	4	261	110	92	44	51	8	62	22	4	8	9	18	6	11	8	13	15	6	17	7	8	7	6	8	4	261	110	92	44	51	8	62	22
GCF_001866075.4	5	5	5	12	7	6	6	11	3	8	8	4	7	6	4	8	6	160	87	42	26	39	5	40	10	5	5	5	12	7	6	6	11	3	8	8	4	7	6	4	8	6	160	87	42	26	39	5	40	10
GCF_001870205.1	5	5	3	12	6	6	6	13	10	6	3	4	5	3	3	7	5	120	58	23	14	25	5	28	16	5	5	3	12	6	6	6	13	10	6	3	4	5	3	3	7	5	120	58	23	14	25	5	28	16
GCF_001874645.1	4	7	3	17	8	13	6	10	16	5	9	8	5	6	5	8	4	247	114	79	38	52	9	60	20	4	7	3	17	8	13	6	10	16	5	9	8	5	6	5	8	4	247	114	79	38	52	9	60	20
GCF_001878675.1	2	6	3	12	6	7	7	14	7	5	7	4	6	5	4	8	5	167	84	35	18	39	5	46	14	2	6	3	12	6	7	7	14	7	5	7	4	6	5	4	8	5	167	84	35	18	39	5	46	14
GCF_001886435.1	5	5	3	15	5	6	5	12	5	5	10	8	7	5	4	8	5	184	86	53	25	45	7	44	14	5	5	3	15	5	6	5	12	5	5	10	8	7	5	4	8	5	184	86	53	25	45	7	44	14
GCF_001886615.1	4	6	2	16	7	9	6	7	8	5	9	10	7	7	3	8	4	191	86	55	30	43	8	49	12	4	6	2	16	7	9	6	7	8	5	9	10	7	7	3	8	4	191	86	55	30	43	8	49	12
GCF_001886715.1	4	5	3	17	6	10	6	12	8	5	10	9	7	10	4	8	4	198	97	57	24	45	9	55	15	4	5	3	17	6	10	6	12	8	5	10	9	7	10	4	8	4	198	97	57	24	45	9	55	15
GCF_001886815.1	6	5	1	9	7	8	6	8	6	5	7	6	9	4	2	3	5	130	74	30	16	38	5	28	12	6	5	1	9	7	8	6	8	6	5	7	6	9	4	2	3	5	130	74	30	16	38	5	28	12
GCF_001887595.1	4	5	3	13	6	6	4	8	10	5	10	6	6	6	4	7	5	167	73	41	25	32	8	40	14	4	5	3	13	6	6	4	8	10	5	10	6	6	6	4	7	5	167	73	41	25	32	8	40	14
GCF_001888925.1	4	4	2	13	7	6	6	8	6	6	5	3	5	3	3	7	6	80	45	17	10	20	5	15	10	4	4	2	13	7	6	6	8	6	6	5	3	5	3	3	7	6	80	45	17	10	20	5	15	10
GCF_001889005.1	4	4	1	9	7	5	6	10	13	6	5	6	7	5	3	3	5	135	69	32	13	34	6	40	19	4	4	1	9	7	5	6	10	13	6	5	6	7	5	3	3	5	135	69	32	13	34	6	40	19
GCF_001889025.1	4	6	4	13	7	6	6	6	2	5	6	7	7	6	3	7	5	136	65	40	20	34	8	37	6	4	6	4	13	7	6	6	6	2	5	6	7	7	6	3	7	5	136	65	40	20	34	8	37	6
GCF_001889165.1	5	6	4	12	6	7	6	13	5	7	10	5	9	6	4	8	6	175	93	42	20	41	5	50	13	5	6	4	12	6	7	6	13	5	7	10	5	9	6	4	8	6	175	93	42	20	41	5	50	13
GCF_001889445.1	2	6	2	13	6	8	6	8	9	4	10	7	7	6	4	9	4	167	81	47	24	36	7	40	14	2	6	2	13	6	8	6	8	9	4	10	7	7	6	4	9	4	167	81	47	24	36	7	40	14
GCF_001889605.1	5	7	5	15	8	12	6	8	7	5	9	11	7	9	4	6	4	203	87	62	28	45	8	43	12	5	7	5	15	8	12	6	8	7	5	9	11	7	9	4	6	4	203	87	62	28	45	8	43	12
GCF_001890385.1	5	4	2	12	9	5	7	8	5	5	10	4	7	6	2	7	4	138	62	45	23	29	9	36	10	5	4	2	12	9	5	7	8	5	5	10	4	7	6	2	7	4	138	62	45	23	29	9	36	10
GCF_001908275.1	4	7	11	13	7	7	9	17	7	8	5	6	5	3	3	9	5	189	94	46	14	42	5	43	19	4	7	11	13	7	7	9	17	7	8	5	6	5	3	3	9	5	189	94	46	14	42	5	43	19
GCF_001908725.1	4	5	5	13	6	8	5	7	8	6	9	11	6	7	4	7	5	179	73	49	26	34	7	38	12	4	5	5	13	6	8	5	7	8	6	9	11	6	7	4	7	5	179	73	49	26	34	7	38	12
GCF_001913155.1	2	5	4	9	6	6	6	7	6	5	7	6	6	4	3	3	5	126	66	29	13	35	6	32	11	2	5	4	9	6	6	6	7	6	5	7	6	6	4	3	3	5	126	66	29	13	35	6	32	11
GCF_001922305.1	3	4	2	14	6	6	6	7	8	5	8	7	7	7	3	9	4	176	75	50	23	41	6	43	12	3	4	2	14	6	6	6	7	8	5	8	7	7	7	3	9	4	176	75	50	23	41	6	43	12
GCF_001932615.1	7	7	5	13	7	6	6	8	7	6	3	3	8	3	4	7	5	109	58	19	14	32	5	25	12	7	7	5	13	7	6	6	8	7	6	3	3	8	3	4	7	5	109	58	19	14	32	5	25	12
GCF_001936175.1	6	8	2	16	8	7	7	7	9	5	10	5	9	7	4	9	4	195	88	52	36	39	8	47	13	6	8	2	16	8	7	7	7	9	5	10	5	9	7	4	9	4	195	88	52	36	39	8	47	13
GCF_001936235.1	4	4	2	5	3	4	4	9	2	5	3	2	4	2	3	7	5	59	23	10	10	9	5	15	8	4	4	2	5	3	4	4	9	2	5	3	2	4	2	3	7	5	59	23	10	10	9	5	15	8
GCF_001940525.2	6	7	3	15	9	9	6	10	11	5	8	10	8	8	3	8	4	192	84	54	28	38	9	46	17	6	7	3	15	9	9	6	10	11	5	8	10	8	8	3	8	4	192	84	54	28	38	9	46	17
GCF_001941345.1	3	4	3	15	7	9	6	10	4	5	6	6	6	5	3	8	4	157	83	41	22	44	10	45	9	3	4	3	15	7	9	6	10	4	5	6	6	6	5	3	8	4	157	83	41	22	44	10	45	9
GCF_001941425.1	3	4	3	15	7	8	6	10	4	5	6	6	6	5	3	8	4	157	83	41	23	44	10	42	9	3	4	3	15	7	8	6	10	4	5	6	6	6	5	3	8	4	157	83	41	23	44	10	42	9
GCF_001941445.1	3	4	2	15	7	7	6	11	5	5	4	8	4	6	3	8	4	140	78	29	15	42	10	39	12	3	4	2	15	7	7	6	11	5	5	4	8	4	6	3	8	4	140	78	29	15	42	10	39	12
GCF_001941465.1	3	3	3	15	8	8	7	10	5	5	4	7	4	5	3	8	5	150	79	36	18	45	11	37	12	3	3	3	15	8	8	7	10	5	5	4	7	4	5	3	8	5	150	79	36	18	45	11	37	12
GCF_001941485.1	3	5	6	13	7	8	6	9	5	5	7	8	6	5	3	8	4	151	79	38	23	42	8	36	10	3	5	6	13	7	8	6	9	5	5	7	8	6	5	3	8	4	151	79	38	23	42	8	36	10
GCF_001941505.1	3	5	2	15	7	9	6	10	5	5	6	8	6	5	3	6	4	154	83	38	19	44	8	44	12	3	5	2	15	7	9	6	10	5	5	6	8	6	5	3	6	4	154	83	38	19	44	8	44	12
GCF_001941825.1	6	7	3	15	10	8	8	13	11	5	14	11	7	13	3	10	4	245	98	83	51	50	11	49	20	6	7	3	15	10	8	8	13	11	5	14	11	7	13	3	10	4	245	98	83	51	50	11	49	20
GCF_001945665.1	3	2	0	3	1	0	4	2	0	4	0	2	3	1	3	5	5	27	10	6	5	5	3	5	1	3	2	0	3	1	0	4	2	0	4	0	2	3	1	3	5	5	27	10	6	5	5	3	5	1
GCF_001951095.1	4	7	7	13	7	6	6	9	2	5	4	3	7	2	3	7	5	106	53	17	13	26	5	29	9	4	7	7	13	7	6	6	9	2	5	4	3	7	2	3	7	5	106	53	17	13	26	5	29	9
GCF_001951155.1	4	3	7	9	7	6	6	13	11	6	6	6	7	5	3	4	5	149	75	37	13	37	6	43	18	4	3	7	9	7	6	6	13	11	6	6	6	7	5	3	4	5	149	75	37	13	37	6	43	18
GCF_001953175.1	4	3	2	9	5	9	4	8	3	2	3	4	4	4	3	7	4	102	61	26	12	32	3	34	8	4	3	2	9	5	9	4	8	3	2	3	4	4	4	3	7	4	102	61	26	12	32	3	34	8
GCF_001953955.1	3	3	1	8	6	5	4	4	6	5	4	3	5	2	4	5	5	89	40	16	13	14	6	24	9	3	3	1	8	6	5	4	4	6	5	4	3	5	2	4	5	5	89	40	16	13	14	6	24	9
