Genome	map00010	map00030	map00040	map00051	map00220	map00230	map00240	map00250	map00260	map00270	map00300	map00400	map00470	map00520	map00541	map00550	map00562	map00564	map00620	map00630	map00670	map00710	map00720	map00730	map00740	map00760	map00770	map00860	map00900	map00910	map00970	map01100	map01110	map01120	map01200	map01210	map01230	map01232	map01240	map01250	rn00010	rn00030	rn00040	rn00051	rn00220	rn00230	rn00240	rn00250	rn00260	rn00270	rn00300	rn00400	rn00470	rn00520	rn00541	rn00550	rn00562	rn00564	rn00620	rn00630	rn00670	rn00710	rn00720	rn00730	rn00740	rn00760	rn00770	rn00860	rn00900	rn00910	rn00970	rn01100	rn01110	rn01120	rn01200	rn01210	rn01230	rn01232	rn01240	rn01250
GCF_000157355.2	6	6	9	2	2	12	8	6	6	9	5	11	5	12	2	5	1	2	7	2	3	9	3	2	9	3	4	0	8	1	5	136	69	25	16	4	37	5	34	10	6	6	9	2	2	12	8	6	6	9	5	11	5	12	2	5	1	2	7	2	3	9	3	2	9	3	4	0	8	1	5	136	69	25	16	4	37	5	34	10
GCF_000157895.3	4	5	3	2	4	14	7	7	9	11	7	13	7	10	9	5	3	2	10	12	7	7	8	4	5	4	3	17	12	7	4	195	99	53	27	5	42	9	51	15	4	5	3	2	4	14	7	7	9	11	7	13	7	10	9	5	3	2	10	12	7	7	8	4	5	4	3	17	12	7	4	195	99	53	27	5	42	9	51	15
GCF_000163895.2	4	4	1	1	1	5	5	4	4	5	3	1	5	5	1	6	1	2	4	0	1	5	2	1	6	2	3	0	7	1	5	67	33	13	8	3	16	2	17	5	4	4	1	1	1	5	5	4	4	5	3	1	5	5	1	6	1	2	4	0	1	5	2	1	6	2	3	0	7	1	5	67	33	13	8	3	16	2	17	5
GCF_000164675.2	2	4	2	2	1	11	7	6	7	7	4	9	4	12	5	5	1	1	4	1	5	5	4	0	4	2	3	1	6	1	5	97	48	18	10	3	27	4	23	13	2	4	2	2	1	11	7	6	7	7	4	9	4	12	5	5	1	1	4	1	5	5	4	0	4	2	3	1	6	1	5	97	48	18	10	3	27	4	23	13
GCF_000164695.2	3	2	2	1	2	12	6	7	5	7	7	11	6	8	5	6	1	1	3	2	5	3	4	2	5	3	3	7	6	6	4	104	59	28	9	3	28	6	30	10	3	2	2	1	2	12	6	7	5	7	7	11	6	8	5	6	1	1	3	2	5	3	4	2	5	3	3	7	6	6	4	104	59	28	9	3	28	6	30	10
GCF_000164865.1	6	8	9	5	4	14	8	9	13	14	8	14	8	13	10	7	3	3	10	17	7	9	6	6	6	4	4	20	7	6	5	254	104	78	38	6	44	10	60	18	6	8	9	5	4	14	8	9	13	14	8	14	8	13	10	7	3	3	10	17	7	9	6	6	6	4	4	20	7	6	5	254	104	78	38	6	44	10	60	18
GCF_000164905.1	3	5	2	1	2	14	5	7	7	8	5	10	6	6	4	5	1	0	3	5	5	4	4	5	5	2	3	10	6	3	4	123	67	31	16	4	32	6	37	8	3	5	2	1	2	14	5	7	7	8	5	10	6	6	4	5	1	0	3	5	5	4	4	5	5	2	3	10	6	3	4	123	67	31	16	4	32	6	37	8
GCF_000165465.1	5	5	2	2	1	11	8	7	3	3	3	7	4	13	6	5	1	1	5	5	5	7	4	4	5	0	3	12	7	2	5	117	54	25	17	2	21	6	29	15	5	5	2	2	1	11	8	7	3	3	3	7	4	13	6	5	1	1	5	5	5	7	4	4	5	0	3	12	7	2	5	117	54	25	17	2	21	6	29	15
GCF_000165505.1	5	5	3	3	2	11	6	8	11	13	10	14	7	12	16	5	3	1	7	7	5	8	4	2	5	2	3	12	7	3	5	168	86	42	22	9	47	5	36	22	5	5	3	3	2	11	6	8	11	13	10	14	7	12	16	5	3	1	7	7	5	8	4	2	5	2	3	12	7	3	5	168	86	42	22	9	47	5	36	22
GCF_000165715.2	3	6	2	5	4	14	5	8	6	4	3	12	4	8	8	5	1	1	8	3	5	6	4	2	4	1	2	9	8	3	4	130	67	33	15	3	35	5	29	15	3	6	2	5	4	14	5	8	6	4	3	12	4	8	8	5	1	1	8	3	5	6	4	2	4	1	2	9	8	3	4	130	67	33	15	3	35	5	29	15
GCF_000166135.1	3	7	4	4	8	15	5	12	6	8	6	10	8	20	9	9	2	0	9	10	10	6	9	4	6	4	3	15	9	9	4	192	78	51	21	4	39	9	49	23	3	7	4	4	8	15	5	12	6	8	6	10	8	20	9	9	2	0	9	10	10	6	9	4	6	4	3	15	9	9	4	192	78	51	21	4	39	9	49	23
GCF_000166335.1	2	4	6	2	1	11	7	7	5	7	4	10	6	12	2	7	1	3	2	1	3	4	2	3	4	1	3	0	7	2	4	103	55	16	7	3	31	5	22	12	2	4	6	2	1	11	7	7	5	7	4	10	6	12	2	7	1	3	2	1	3	4	2	3	4	1	3	0	7	2	4	103	55	16	7	3	31	5	22	12
GCF_000166355.1	2	4	6	2	1	11	7	8	5	7	4	10	6	13	5	7	1	2	3	1	3	4	2	3	4	1	3	4	7	3	4	111	61	21	7	3	32	5	26	15	2	4	6	2	1	11	7	8	5	7	4	10	6	13	5	7	1	2	3	1	3	4	2	3	4	1	3	4	7	3	4	111	61	21	7	3	32	5	26	15
GCF_000166395.1	4	4	7	4	3	13	7	6	8	8	5	10	4	8	9	4	2	2	6	5	7	7	5	5	8	1	3	11	6	2	5	146	75	35	15	5	37	9	39	13	4	4	7	4	3	13	7	6	8	8	5	10	4	8	9	4	2	2	6	5	7	7	5	5	8	1	3	11	6	2	5	146	75	35	15	5	37	9	39	13
GCF_000166415.1	6	5	6	1	3	11	7	9	8	6	3	16	4	14	7	4	2	1	14	4	5	12	6	4	6	1	3	6	6	4	5	149	72	34	24	3	39	5	27	17	6	5	6	1	3	11	7	9	8	6	3	16	4	14	7	4	2	1	14	4	5	12	6	4	6	1	3	6	6	4	5	149	72	34	24	3	39	5	27	17
GCF_000166695.1	2	4	6	2	1	11	7	7	5	7	4	10	6	13	3	7	1	2	2	1	3	4	2	3	4	1	3	4	7	2	4	104	59	19	7	3	31	5	23	14	2	4	6	2	1	11	7	7	5	7	4	10	6	13	3	7	1	2	2	1	3	4	2	3	4	1	3	4	7	2	4	104	59	19	7	3	31	5	23	14
GCF_000166775.1	2	4	6	3	1	12	7	7	5	7	4	10	6	13	6	7	1	2	2	1	3	4	2	3	4	1	3	4	7	2	4	109	61	20	7	3	31	5	23	16	2	4	6	3	1	12	7	7	5	7	4	10	6	13	6	7	1	2	2	1	3	4	2	3	4	1	3	4	7	2	4	109	61	20	7	3	31	5	23	16
GCF_000172155.1	4	6	3	4	6	11	6	7	9	9	5	11	6	10	11	5	1	2	6	6	9	7	7	4	6	3	4	6	7	4	5	153	74	40	19	6	40	5	37	16	4	6	3	4	6	11	6	7	9	9	5	11	6	10	11	5	1	2	6	6	9	7	7	4	6	3	4	6	7	4	5	153	74	40	19	6	40	5	37	16
GCF_000175215.2	4	5	6	3	6	13	6	8	7	7	7	10	6	8	7	5	3	1	8	6	6	7	5	5	4	2	3	12	7	7	4	161	76	52	21	6	39	6	37	12	4	5	6	3	6	13	6	8	7	7	7	10	6	8	7	5	3	1	8	6	6	7	5	5	4	2	3	12	7	7	4	161	76	52	21	6	39	6	37	12
GCF_000175295.2	6	5	3	2	3	12	6	9	7	6	6	12	7	14	7	8	1	2	9	2	5	8	3	4	5	0	3	5	6	4	4	135	69	30	14	5	36	5	25	16	6	5	3	2	3	12	6	9	7	6	6	12	7	14	7	8	1	2	9	2	5	8	3	4	5	0	3	5	6	4	4	135	69	30	14	5	36	5	25	16
GCF_000176035.2	7	11	9	4	10	16	7	14	19	7	6	10	9	14	12	9	4	2	10	17	10	12	10	1	9	3	5	20	7	12	4	245	98	77	39	4	46	8	52	21	7	11	9	4	10	16	7	14	19	7	6	10	9	14	12	9	4	2	10	17	10	12	10	1	9	3	5	20	7	12	4	245	98	77	39	4	46	8	52	21
GCF_000176855.2	4	5	4	2	3	17	8	8	7	9	7	10	6	8	8	5	1	2	10	11	7	6	7	4	7	4	5	14	9	6	4	191	85	51	28	7	40	10	51	13	4	5	4	2	3	17	8	8	7	9	7	10	6	8	8	5	1	2	10	11	7	6	7	4	7	4	5	14	9	6	4	191	85	51	28	7	40	10	51	13
GCF_000176915.2	3	7	3	1	4	11	7	7	6	5	5	10	6	6	9	5	1	2	3	7	4	5	2	5	6	2	3	7	6	3	5	123	64	25	14	4	35	8	34	12	3	7	3	1	4	11	7	7	6	5	5	10	6	6	9	5	1	2	3	7	4	5	2	5	6	2	3	7	6	3	5	123	64	25	14	4	35	8	34	12
GCF_000177235.2	3	7	6	1	4	13	7	7	12	15	7	11	7	12	7	7	1	2	6	7	5	8	5	6	7	4	4	12	8	8	6	169	89	43	18	7	42	5	41	14	3	7	6	1	4	13	7	7	12	15	7	11	7	12	7	7	1	2	6	7	5	8	5	6	7	4	4	12	8	8	6	169	89	43	18	7	42	5	41	14
GCF_000177535.2	2	6	2	1	3	12	7	7	7	6	6	13	5	10	6	5	2	1	4	4	8	2	3	3	8	4	3	8	6	2	4	131	75	29	13	4	38	7	39	13	2	6	2	1	3	12	7	7	7	6	6	13	5	10	6	5	2	1	4	4	8	2	3	3	8	4	3	8	6	2	4	131	75	29	13	4	38	7	39	13
GCF_000177635.2	5	3	2	2	2	13	9	7	6	8	7	13	6	8	9	5	1	2	10	4	7	7	7	5	5	2	3	14	7	2	5	150	78	35	16	6	41	9	42	14	5	3	2	2	2	13	9	7	6	8	7	13	6	8	9	5	1	2	10	4	7	7	7	5	5	2	3	14	7	2	5	150	78	35	16	6	41	9	42	14
GCF_000178115.2	4	7	2	2	4	11	7	8	5	8	4	12	7	14	8	8	1	1	4	2	5	8	3	3	5	3	2	1	7	3	5	125	71	24	13	4	40	7	26	19	4	7	2	2	4	11	7	8	5	8	4	12	7	14	8	8	1	1	4	2	5	8	3	3	5	3	2	1	7	3	5	125	71	24	13	4	40	7	26	19
GCF_000178835.2	3	4	8	2	6	11	6	10	8	13	7	12	7	12	8	7	1	1	5	3	6	5	3	4	5	3	3	6	7	4	5	145	86	33	10	8	45	4	33	16	3	4	8	2	6	11	6	10	8	13	7	12	7	12	8	7	1	1	5	3	6	5	3	4	5	3	3	6	7	4	5	145	86	33	10	8	45	4	33	16
GCF_000178875.2	4	7	2	1	4	15	8	8	12	10	8	14	6	13	9	5	1	3	13	15	8	7	7	2	8	2	3	15	7	3	5	206	106	58	35	7	49	10	52	17	4	7	2	1	4	15	8	8	12	10	8	14	6	13	9	5	1	3	13	15	8	7	7	2	8	2	3	15	7	3	5	206	106	58	35	7	49	10	52	17
GCF_000178955.2	1	7	8	1	4	15	4	6	7	6	4	9	6	13	10	5	2	2	5	5	4	5	1	4	5	2	3	12	7	1	5	147	64	36	17	4	27	7	32	19	1	7	8	1	4	15	4	6	7	6	4	9	6	13	10	5	2	2	5	5	4	5	1	4	5	2	3	12	7	1	5	147	64	36	17	4	27	7	32	19
GCF_000178975.2	2	6	6	2	4	13	6	6	7	6	4	9	6	13	13	4	3	1	5	3	3	5	1	3	6	2	3	12	8	1	5	139	68	31	16	4	26	5	33	22	2	6	6	2	4	13	6	6	7	6	4	9	6	13	13	4	3	1	5	3	3	5	1	3	6	2	3	12	8	1	5	139	68	31	16	4	26	5	33	22
GCF_000179635.2	6	2	6	1	3	11	7	9	6	12	4	11	5	12	10	6	1	2	6	2	8	8	4	5	6	2	3	1	7	3	5	137	73	29	13	4	38	7	26	18	6	2	6	1	3	11	7	9	6	12	4	11	5	12	10	6	1	2	6	2	8	8	4	5	6	2	3	1	7	3	5	137	73	29	13	4	38	7	26	18
GCF_000179915.2	3	7	6	4	2	13	6	6	8	6	4	12	5	14	13	5	3	1	4	5	5	6	2	5	8	3	3	10	8	1	5	146	75	29	14	4	30	5	39	23	3	7	6	4	2	13	6	6	8	6	4	12	5	14	13	5	3	1	4	5	5	6	2	5	8	3	3	10	8	1	5	146	75	29	14	4	30	5	39	23
GCF_000182745.2	2	8	3	1	2	14	6	6	7	14	6	11	6	7	9	4	1	2	7	3	4	5	5	7	3	2	3	15	8	2	4	153	78	35	21	4	38	8	38	13	2	8	3	1	2	14	6	6	7	14	6	11	6	7	9	4	1	2	7	3	4	5	5	7	3	2	3	15	8	2	4	153	78	35	21	4	38	8	38	13
GCF_000183135.1	6	5	6	2	1	9	6	6	10	10	6	9	6	7	13	7	2	2	7	4	7	8	5	2	6	1	3	19	6	2	5	152	83	40	18	6	37	7	38	17	6	5	6	2	1	9	6	6	10	10	6	9	6	7	13	7	2	2	7	4	7	8	5	2	6	1	3	19	6	2	5	152	83	40	18	6	37	7	38	17
GCF_000183155.1	4	4	1	2	1	16	6	6	5	6	4	11	6	5	6	6	1	1	4	1	6	7	4	2	5	1	3	9	2	2	5	107	57	30	13	2	25	8	32	9	4	4	1	2	1	16	6	6	5	6	4	11	6	5	6	6	1	1	4	1	6	7	4	2	5	1	3	9	2	2	5	107	57	30	13	2	25	8	32	9
GCF_000183385.1	3	3	3	1	0	1	2	0	0	0	0	0	0	1	1	0	1	1	0	0	2	3	1	0	0	0	2	0	0	0	4	16	5	6	5	0	4	2	4	1	3	3	3	1	0	1	2	0	0	0	0	0	0	1	1	0	1	1	0	0	2	3	1	0	0	0	2	0	0	0	4	16	5	6	5	0	4	2	4	1
GCF_000183405.1	5	3	2	3	2	10	7	6	6	5	4	14	6	9	12	5	1	1	9	4	6	7	8	5	5	3	4	13	7	1	4	142	74	32	18	4	35	5	39	17	5	3	2	3	2	10	7	6	6	5	4	14	6	9	12	5	1	1	9	4	6	7	8	5	5	3	4	13	7	1	4	142	74	32	18	4	35	5	39	17
GCF_000183425.1	2	5	1	1	1	11	6	5	8	8	6	9	7	5	5	4	1	2	8	4	5	6	5	2	6	3	2	8	7	2	5	130	66	34	15	5	33	7	33	9	2	5	1	1	1	11	6	5	8	8	6	9	7	5	5	4	1	2	8	4	5	6	5	2	6	3	2	8	7	2	5	130	66	34	15	5	33	7	33	9
GCF_000183665.1	2	4	2	1	3	11	6	7	5	3	6	1	6	7	7	5	1	1	2	3	3	3	2	0	4	2	3	6	4	2	4	85	43	20	8	3	16	4	30	11	2	4	2	1	3	11	6	7	5	3	6	1	6	7	7	5	1	1	2	3	3	3	2	0	4	2	3	6	4	2	4	85	43	20	8	3	16	4	30	11
GCF_000183725.1	5	3	2	1	4	13	6	6	6	6	5	13	5	10	12	5	0	3	4	4	7	5	4	2	4	2	3	11	7	1	4	128	75	30	14	4	36	6	31	18	5	3	2	1	4	13	6	6	6	6	5	13	5	10	12	5	0	3	4	4	7	5	4	2	4	2	3	11	7	1	4	128	75	30	14	4	36	6	31	18
GCF_000183745.1	5	6	2	1	3	9	7	7	8	10	4	12	4	7	2	4	1	0	9	6	7	9	7	1	6	1	3	11	7	2	5	121	67	35	21	5	36	5	28	7	5	6	2	1	3	9	7	7	8	10	4	12	4	7	2	4	1	0	9	6	7	9	7	1	6	1	3	11	7	2	5	121	67	35	21	5	36	5	28	7
GCF_000184345.1	4	5	7	4	3	9	5	6	7	6	3	10	4	8	3	5	1	0	5	3	7	5	4	2	4	2	2	4	6	2	5	102	55	23	12	6	30	4	23	9	4	5	7	4	3	9	5	6	7	6	3	10	4	8	3	5	1	0	5	3	7	5	4	2	4	2	2	4	6	2	5	102	55	23	12	6	30	4	23	9
GCF_000184435.1	4	5	2	1	7	15	8	10	9	7	6	15	6	10	9	5	2	2	9	11	8	6	9	5	7	4	3	16	12	11	4	192	101	53	21	5	44	10	50	14	4	5	2	1	7	15	8	10	9	7	6	15	6	10	9	5	2	2	9	11	8	6	9	5	7	4	3	16	12	11	4	192	101	53	21	5	44	10	50	14
GCF_000184705.1	5	5	2	2	5	9	6	8	7	8	5	11	5	7	3	5	1	0	9	7	5	9	6	6	3	0	3	8	6	4	5	131	70	41	22	6	34	4	31	7	5	5	2	2	5	9	6	8	7	8	5	11	5	7	3	5	1	0	9	7	5	9	6	6	3	0	3	8	6	4	5	131	70	41	22	6	34	4	31	7
GCF_000185805.1	5	4	2	1	2	12	8	7	5	7	5	9	6	8	8	5	1	2	4	3	7	5	4	4	5	2	3	9	7	2	4	125	64	26	11	4	32	8	35	13	5	4	2	1	2	12	8	7	5	7	5	9	6	8	8	5	1	2	4	3	7	5	4	4	5	2	3	9	7	2	4	125	64	26	11	4	32	8	35	13
GCF_000186005.1	1	3	4	1	0	1	1	0	0	0	0	0	0	2	1	0	1	1	1	0	0	2	0	0	0	0	2	0	0	0	4	12	4	5	3	0	3	1	3	1	1	3	4	1	0	1	1	0	0	0	0	0	0	2	1	0	1	1	1	0	0	2	0	0	0	0	2	0	0	0	4	12	4	5	3	0	3	1	3	1
GCF_000186225.1	6	5	4	5	3	10	6	7	8	8	6	9	6	8	11	5	2	1	8	6	8	7	5	7	6	2	3	11	6	3	5	149	69	29	15	5	36	7	37	15	6	5	4	5	3	10	6	7	8	8	6	9	6	8	11	5	2	1	8	6	8	7	5	7	6	2	3	11	6	3	5	149	69	29	15	5	36	7	37	15
GCF_000186245.1	5	3	3	0	2	13	6	6	7	6	5	15	5	11	13	5	0	2	3	4	7	4	3	3	5	1	3	9	7	2	4	129	78	27	12	4	38	6	33	18	5	3	3	0	2	13	6	6	7	6	5	15	5	11	13	5	0	2	3	4	7	4	3	3	5	1	3	9	7	2	4	129	78	27	12	4	38	6	33	18
GCF_000186265.1	3	6	2	2	2	10	6	7	8	10	6	9	6	9	6	4	2	1	11	4	6	7	6	4	6	2	3	8	3	7	4	140	71	40	18	6	40	7	35	13	3	6	2	2	2	10	6	7	8	10	6	9	6	9	6	4	2	1	11	4	6	7	6	4	6	2	3	8	3	7	4	140	71	40	18	6	40	7	35	13
GCF_000186345.1	5	4	3	3	3	10	7	7	6	5	3	11	2	10	8	1	1	0	11	5	6	6	6	4	4	2	2	10	8	2	5	144	69	34	20	3	35	5	37	15	5	4	3	3	3	10	7	7	6	5	3	11	2	10	8	1	1	0	11	5	6	6	6	4	4	2	2	10	8	2	5	144	69	34	20	3	35	5	37	15
GCF_000186385.1	4	6	2	1	3	14	5	7	6	7	3	9	5	13	6	5	1	0	9	7	8	8	8	3	4	3	3	12	8	2	5	140	72	37	21	4	30	7	31	15	4	6	2	1	3	14	5	7	6	7	3	9	5	13	6	5	1	0	9	7	8	8	8	3	4	3	3	12	8	2	5	140	72	37	21	4	30	7	31	15
GCF_000186885.1	5	4	2	3	2	10	8	8	5	5	4	12	6	9	7	5	2	2	6	6	5	6	8	6	7	2	4	21	6	2	5	144	70	34	19	4	34	4	48	14	5	4	2	3	2	10	8	8	5	5	4	12	6	9	7	5	2	2	6	6	5	6	8	6	7	2	4	21	6	2	5	144	70	34	19	4	34	4	48	14
GCF_000189295.2	4	5	2	1	4	11	9	8	6	5	5	11	6	7	8	5	1	2	4	9	8	4	5	6	6	4	3	10	6	4	6	147	68	40	17	4	35	8	40	13	4	5	2	1	4	11	9	8	6	5	5	11	6	7	8	5	1	2	4	9	8	4	5	6	6	4	3	10	6	4	6	147	68	40	17	4	35	8	40	13
GCF_000189775.2	5	5	6	4	4	9	6	8	6	7	6	11	6	14	4	7	1	1	7	3	5	8	3	4	5	1	3	2	6	3	5	121	60	28	15	6	36	5	23	12	5	5	6	4	4	9	6	8	6	7	6	11	6	14	4	7	1	1	7	3	5	8	3	4	5	1	3	2	6	3	5	121	60	28	15	6	36	5	23	12
GCF_000190435.1	5	6	10	3	4	10	5	8	7	10	5	9	2	9	7	5	2	1	5	5	7	6	3	0	1	1	2	2	5	4	5	117	62	26	11	6	35	4	13	14	5	6	10	3	4	10	5	8	7	10	5	9	2	9	7	5	2	1	5	5	7	6	3	0	1	1	2	2	5	4	5	117	62	26	11	6	35	4	13	14
GCF_000190555.1	4	4	1	1	1	14	5	6	8	4	4	12	6	8	2	6	1	0	8	9	8	7	9	3	6	1	3	10	7	1	5	125	71	34	23	2	32	7	28	8	4	4	1	1	1	14	5	6	8	4	4	12	6	8	2	6	1	0	8	9	8	7	9	3	6	1	3	10	7	1	5	125	71	34	23	2	32	7	28	8
GCF_000190575.1	3	4	7	4	2	9	6	7	8	8	6	7	6	6	6	4	1	1	7	5	6	6	5	4	5	2	3	1	5	2	5	117	59	26	14	5	34	6	25	10	3	4	7	4	2	9	6	7	8	8	6	7	6	6	6	4	1	1	7	5	6	6	5	4	5	2	3	1	5	2	5	117	59	26	14	5	34	6	25	10
GCF_000190595.1	4	4	2	3	2	10	6	6	9	8	6	11	6	9	7	6	1	1	6	5	7	6	5	5	5	2	3	11	4	6	5	138	72	35	15	6	39	5	43	13	4	4	2	3	2	10	6	6	9	8	6	11	6	9	7	6	1	1	6	5	7	6	5	5	5	2	3	11	4	6	5	138	72	35	15	6	39	5	43	13
GCF_000190635.1	4	5	3	3	4	11	5	7	7	9	5	13	8	11	9	7	1	1	8	4	6	7	5	6	6	2	3	10	7	2	4	139	77	32	16	7	41	4	39	14	4	5	3	3	4	11	5	7	7	9	5	13	8	11	9	7	1	1	8	4	6	7	5	6	6	2	3	10	7	2	4	139	77	32	16	7	41	4	39	14
GCF_000190735.1	1	6	6	2	1	11	6	5	8	9	7	8	6	9	5	5	1	2	5	2	6	4	3	3	8	2	3	8	7	2	5	125	67	30	11	6	33	7	32	12	1	6	6	2	1	11	6	5	8	9	7	8	6	9	5	5	1	2	5	2	6	4	3	3	8	2	3	8	7	2	5	125	67	30	11	6	33	7	32	12
GCF_000191045.1	4	4	2	2	2	13	7	7	5	7	5	9	6	7	9	5	1	1	3	2	7	5	3	3	5	2	3	9	7	2	4	121	64	25	9	4	32	7	33	13	4	4	2	2	2	13	7	7	5	7	5	9	6	7	9	5	1	1	3	2	7	5	3	3	5	2	3	9	7	2	4	121	64	25	9	4	32	7	33	13
GCF_000192745.1	5	6	5	2	6	15	7	9	11	10	6	12	6	8	10	5	1	1	9	15	10	8	9	6	7	2	3	17	10	6	5	198	86	63	32	4	43	8	43	14	5	6	5	2	6	15	7	9	11	10	6	12	6	8	10	5	1	1	9	15	10	8	9	6	7	2	3	17	10	6	5	198	86	63	32	4	43	8	43	14
GCF_000192865.1	4	4	2	4	6	16	7	10	14	7	8	13	8	8	6	5	4	2	8	12	7	6	4	3	9	3	3	14	7	8	4	183	82	46	18	5	45	8	48	12	4	4	2	4	6	16	7	10	14	7	8	13	8	8	6	5	4	2	8	12	7	6	4	3	9	3	3	14	7	8	4	183	82	46	18	5	45	8	48	12
GCF_000194115.1	4	5	3	1	1	14	7	7	6	6	5	0	6	13	7	4	1	2	4	4	4	6	2	2	3	4	4	1	7	1	5	90	45	17	12	2	14	6	22	15	4	5	3	1	1	14	7	7	6	6	5	0	6	13	7	4	1	2	4	4	4	6	2	2	3	4	4	1	7	1	5	90	45	17	12	2	14	6	22	15
GCF_000194135.1	4	3	2	1	2	13	5	7	5	6	5	13	6	10	8	5	1	2	5	2	5	5	6	3	5	1	3	12	7	2	4	133	74	29	13	4	34	5	35	15	4	3	2	1	2	13	5	7	5	6	5	13	6	10	8	5	1	2	5	2	5	5	6	3	5	1	3	12	7	2	4	133	74	29	13	4	34	5	35	15
GCF_000194605.1	4	4	1	2	1	13	7	5	3	6	4	6	6	6	5	6	1	2	4	2	6	6	5	5	6	1	3	10	7	1	5	120	60	28	12	2	22	8	38	9	4	4	1	2	1	13	7	5	3	6	4	6	6	6	5	6	1	2	4	2	6	6	5	5	6	1	3	10	7	1	5	120	60	28	12	2	22	8	38	9
GCF_000195275.1	4	4	3	2	4	10	7	7	4	6	4	8	4	8	5	6	1	3	5	2	5	5	4	5	6	1	3	0	7	3	5	98	54	19	10	6	29	6	21	10	4	4	3	2	4	10	7	7	4	6	4	8	4	8	5	6	1	3	5	2	5	5	4	5	6	1	3	0	7	3	5	98	54	19	10	6	29	6	21	10
GCF_000195295.1	8	4	1	2	2	11	5	8	5	4	4	14	6	9	6	5	2	4	5	5	11	7	9	5	5	2	3	13	7	2	5	142	71	43	21	5	34	3	37	13	8	4	1	2	2	11	5	8	5	4	4	14	6	9	6	5	2	4	5	5	11	7	9	5	5	2	3	13	7	2	5	142	71	43	21	5	34	3	37	13
GCF_000195335.1	5	6	1	5	2	12	5	6	8	7	3	12	4	12	8	5	2	0	10	4	5	8	7	4	5	2	3	12	7	1	5	144	80	39	20	6	32	4	38	14	5	6	1	5	2	12	5	6	8	7	3	12	4	12	8	5	2	0	10	4	5	8	7	4	5	2	3	12	7	1	5	144	80	39	20	6	32	4	38	14
GCF_000195555.1	4	4	3	2	1	13	5	6	8	5	4	13	5	10	6	4	2	2	7	2	4	7	5	2	4	2	3	6	7	1	4	113	57	23	12	3	24	8	31	14	4	4	3	2	1	13	5	6	8	5	4	13	5	10	6	4	2	2	7	2	4	7	5	2	4	2	3	6	7	1	4	113	57	23	12	3	24	8	31	14
GCF_000195975.1	1	4	1	2	2	12	5	7	4	6	3	9	6	6	6	4	1	0	4	2	7	5	4	2	6	1	3	16	6	2	4	124	66	21	10	3	26	5	34	11	1	4	1	2	2	12	5	7	4	6	3	9	6	6	6	4	1	0	4	2	7	5	4	2	6	1	3	16	6	2	4	124	66	21	10	3	26	5	34	11
GCF_000196095.1	5	7	6	1	3	14	6	8	14	10	8	14	8	14	8	5	1	3	13	9	7	8	6	7	10	3	4	14	8	8	6	226	105	64	31	6	45	6	62	17	5	7	6	1	3	14	6	8	14	10	8	14	8	14	8	5	1	3	13	9	7	8	6	7	10	3	4	14	8	8	6	226	105	64	31	6	45	6	62	17
GCF_000196115.1	2	6	3	4	2	12	8	7	4	4	2	9	1	7	4	1	1	3	6	1	6	5	4	3	5	1	3	7	8	3	5	116	60	29	16	3	30	7	31	9	2	6	3	4	2	12	8	7	4	4	2	9	1	7	4	1	1	3	6	1	6	5	4	3	5	1	3	7	8	3	5	116	60	29	16	3	30	7	31	9
GCF_000196175.1	3	3	2	1	1	9	6	6	3	4	5	2	7	7	7	6	1	2	8	2	3	6	6	1	7	1	3	6	3	1	5	97	37	26	15	3	12	8	27	11	3	3	2	1	1	9	6	6	3	4	5	2	7	7	7	6	1	2	8	2	3	6	6	1	7	1	3	6	3	1	5	97	37	26	15	3	12	8	27	11
GCF_000196275.1	3	6	2	2	3	14	5	7	6	6	3	9	5	11	4	5	1	0	10	9	6	6	5	3	5	2	3	11	8	6	5	140	68	43	18	4	29	6	27	12	3	6	2	2	3	14	5	7	6	6	3	9	5	11	4	5	1	0	10	9	6	6	5	3	5	2	3	11	8	6	5	140	68	43	18	4	29	6	27	12
GCF_000196315.1	2	3	1	2	1	9	5	5	7	4	5	6	6	5	6	4	1	2	6	4	2	5	3	6	5	1	3	8	3	1	5	110	55	25	11	3	25	5	35	10	2	3	1	2	1	9	5	5	7	4	5	6	6	5	6	4	1	2	6	4	2	5	3	6	5	1	3	8	3	1	5	110	55	25	11	3	25	5	35	10
GCF_000196355.1	5	4	3	1	5	13	6	6	7	7	7	11	6	11	7	5	1	2	6	3	6	6	6	4	6	3	3	10	7	1	4	150	78	42	23	5	39	6	44	14	5	4	3	1	5	13	6	6	7	7	7	11	6	11	7	5	1	2	6	3	6	6	6	4	6	3	3	10	7	1	4	150	78	42	23	5	39	6	44	14
GCF_000196435.1	4	5	2	1	3	12	7	7	3	3	6	6	6	6	3	4	1	2	4	2	4	6	4	4	4	2	3	3	6	2	4	90	43	21	12	3	23	7	28	7	4	5	2	1	3	12	7	7	3	3	6	6	6	6	3	4	1	2	4	2	4	6	4	4	4	2	3	3	6	2	4	90	43	21	12	3	23	7	28	7
GCF_000196455.1	5	4	3	1	1	8	7	5	7	8	6	15	6	11	5	7	1	1	6	0	6	8	4	4	6	3	3	9	7	0	5	129	63	25	13	4	33	5	32	12	5	4	3	1	1	8	7	5	7	8	6	15	6	11	5	7	1	1	6	0	6	8	4	4	6	3	3	9	7	0	5	129	63	25	13	4	33	5	32	12
