accession	genome_size_bp	gc_percent	genes_total	genes_proteinCoding	checkm_completeness	checkm_contamination	coding_density
GCF_000265295.1	2510109	39	2564	2500	99.67	0.08	94.033486195221
GCF_000265425.1	5227858	60.5	4341	4253	98.61	9.47	88.4828738653575
GCF_000270245.1	5683123	67.5	5229	5117	98.1	2.76	89.6083016327467
GCF_000284115.1	3884382	73	3165	3099	93.1	0	88.1528644711051
GCF_000297055.2	3217213	56	3137	3052	87.54	5.66	91.1473999390155
GCF_000305935.1	2939057	54	2930	2794	97.37	0.28	84.5988696374381
GCF_000306785.1	5575517	74	5394	5281	98.3	2.35	90.5070148651686
GCF_000317105.1	7804270	47.5	6151	6000	93.36	4.87	81.0132017472486
GCF_000317475.1	8272254	46	7063	6776	100	0	81.4371874944846
GCF_000317575.1	5544990	36	5046	4862	98.72	0.64	83.8372837462286
GCF_000321415.2	4002350	66.5	3804	3613	93.16	4.05	85.3531300361038
GCF_000327045.1	4137521	65.5	3747	3620	99.75	0.11	84.3907982581841
GCF_000328705.1	9360653	72	8523	8313	99.5	1.12	88.2649533104154
GCF_000332115.1	3914632	35.5	3491	3419	100	0.16	90.4242595472576
GCF_000348725.1	2657893	42	2642	2596	99.04	0.34	92.4102287037138
GCF_000444995.1	4873118	63.5	4713	4581	99.4	0.15	90.0374257303025
GCF_000504085.1	2169860	38.5	2153	2096	99.58	0	94.6701169660716
GCF_000507245.1	3782798	52	3310	3215	99.05	0.97	90.7624726459092
GCF_000512205.2	6580298	66.5	6265	6102	98.93	7.02	90.7574550575065
GCF_000512735.1	1521037	45	1679	1611	97.16	2.65	96.3628761167546
GCF_000619905.2	3210113	53.5	2913	2821	98.43	1.27	84.1441407202799
GCF_000734015.1	1764045	37	1814	1736	95.37	0.71	93.7445473329762
GCF_000758665.1	8156808	51.5	7042	6861	99.17	2.48	86.339055669816
GCF_000758705.1	7166464	50.5	6323	6122	99.11	1.87	85.3955730469029
GCF_000802245.2	7346075	70	6477	6176	99.4	1.26	85.217371181209
GCF_000816845.1	7311190	59.5	7113	6703	99.8	0.4	86.2861859697259
GCF_000941055.1	3303986	33.5	2897	2814	100	0.32	90.7881268262033
GCF_000973085.1	1330224	28.5	1315	1253	92.42	0.14	92.9610351339323
GCF_000974425.1	7029352	49.5	5778	5707	96.28	1.25	87.4258395368449
GCF_001456355.1	4649175	65	4600	4490	99.32	0	93.0906666236483
GCF_001535545.1	2016098	68.5	2267	1681	72.25	0.37	94.433653522795
GCF_001611795.1	9083372	71.5	8237	7894	99.81	0.76	88.0799773476194
GCF_001636015.1	2306095	45.5	2265	2142	96.81	2.73	87.7665924430693
GCF_001653335.1	4376707	72.5	4180	4093	98.69	2.49	92.6531293961419
GCF_001687565.2	3804624	43	3788	3580	96.74	2.02	83.0607965465181
GCF_001717955.1	5322941	65.5	4977	4850	98.67	5.02	90.2059594498605
GCF_001723605.1	3029840	41.5	3062	2987	95.26	7.01	93.4380363319515
GCF_001886715.1	7310115	68	6693	6503	98.97	5.84	89.039857786095
GCF_001932615.1	2149545	39	2171	2012	97.99	0.8	86.0292294415795
GCF_002028405.1	3343428	65	3134	3053	95.37	3.69	90.7459350104145
GCF_002117005.1	3192293	46.5	2445	2372	96.55	1.72	89.4114982553293
GCF_002192415.1	8542333	49.5	7795	7460	97.79	1	83.8466142680226
GCF_002216145.1	2496444	54	2465	2328	96.07	2.1	82.8527697797347
GCF_002278035.1	5645291	53	5344	5114	88.41	6.97	86.064084207528
GCF_002310495.1	4730447	62	3847	3784	89.06	7.2	90.3699375555841
GCF_002310795.1	4132618	40.5	3747	3588	99.95	0.51	88.137253431118
GCF_002813555.1	1284130	24.5	1173	1129	99.4	1.49	89.6826645277347
GCF_002831565.1	8794837	48	7669	7491	96.8	4.57	85.9912241693621
GCF_002946835.1	8710171	70	8154	7626	99.91	1.58	85.3108968813586
GCF_003030465.1	3711792	67	3509	3391	84.5	3.3	90.8438565523068
GCF_003054555.1	8570191	70	7841	7383	99.12	1.61	86.776292383682
GCF_003240565.2	5977727	60	5679	5455	98.39	0.36	86.7651701056271
GCF_003258605.2	7090212	72.5	6114	5833	97.06	1.83	87.0231524811952
GCF_003261055.1	10239272	71	8924	8586	100	0.95	85.3033985228637
GCF_003325355.1	7162093	44.5	5953	5883	94.84	5.43	89.6931944335266
GCF_003344965.1	8454852	71	7179	6972	100	0.76	88.1653989922
GCF_003367315.1	3686911	57.5	3473	3397	97.67	0	90.8097862953567
GCF_003555545.1	8443189	47.5	6501	6433	99.33	2.26	89.0729083525194
GCF_003576455.2	7149106	44	5988	5904	98.45	1.28	87.7868085883745
GCF_003589885.1	6800142	73	6337	6144	96.92	4.02	87.0087271706973
GCF_003627135.1	2009598	42	1938	1829	99.9	0.19	87.9958081168473
GCF_003675325.1	8157885	72	7241	6614	96.19	0.22	86.365877920564
GCF_003718735.1	2691850	36.5	2618	2487	99.39	1.03	85.5248249345246
GCF_003955715.1	10393987	71	9510	9244	100	0.57	89.1987838737916
GCF_003963535.1	10677137	70.5	9553	9150	99.88	1.99	87.7800106901316
GCF_004011135.1	4359758	72.5	4031	3955	98.58	1.58	88.2865516847495
GCF_004102045.2	1664394	40.5	1703	1632	89.83	2.52	90.9381432521386
GCF_004803895.1	8876928	71	8190	7735	99.09	0.38	87.9115162362475
GCF_005144635.2	12320079	69.5	9700	9572	97.96	6.03	90.7994015298116
GCF_005144885.1	7354671	66.5	7007	6875	99.41	1.64	89.1066507257769
GCF_006385555.1	4648537	40.5	4067	3885	98.17	1.26	83.8771424213683
GCF_007475525.1	2202032	40.5	2096	1973	94.33	0	87.4005464044119
GCF_007856155.1	8146484	71.5	6676	6484	98.92	0.76	85.9654545445618
GCF_008000995.1	5105677	69	4732	4630	99.16	0	90.9983534015176
GCF_008065135.1	8212515	59	5829	5727	99.01	1.76	86.9679629200068
GCF_008704395.1	7962786	71	6989	6753	99.91	1.07	88.9465445887909
GCF_008704445.1	7647592	72	6686	6377	99.72	0.59	84.8569850483656
GCF_008704715.1	9912098	71	8707	8522	99.94	0.13	89.6599387939869
GCF_008704935.1	7673509	72.5	6999	6760	99.91	0.95	88.2531837781125
GCF_008705135.1	9335698	71	8501	8196	100	0	88.7381639808829
GCF_009184865.1	10175440	71	9113	8642	99.91	1.04	87.2861615812191
GCF_009363075.1	6948340	47.5	6325	6153	99.61	0.57	87.5697936485549
GCF_009497075.1	11273186	71	10403	10209	89.28	11.96	89.6304913269417
GCF_009498035.1	10929570	73.5	9445	9212	97.51	3.17	88.7787168205154
GCF_009498275.1	8880330	71	7728	7456	99.95	2.05	83.8761284772075
GCF_009664085.1	2958290	63.5	2753	2639	98.64	0.17	90.1593488129967
GCF_009728935.1	8101785	41	7283	7111	98.36	0.56	89.5714462923911
GCF_009796285.1	9735779	71	9022	8515	99.81	1.14	85.6468598968814
GCF_010365285.1	7524325	54.5	6818	6585	99.17	1.45	86.1728061985627
GCF_010681825.2	3496488	58.5	2851	2772	99.71	1.67	84.1901359306825
GCF_010725485.1	6044196	68.5	5739	5606	99.07	0.23	93.7415001101883
GCF_011604685.1	8898242	47.5	7180	7070	95.41	5.98	87.6615290975453
GCF_011694815.1	7716784	72	6726	6542	99.2	1.12	88.1344871127662
GCF_012317585.1	1763258	59	1847	1772	96.79	1.27	96.0666561558207
GCF_013155125.1	7287435	74.5	7115	6977	95.53	9.79	91.1333548772648
GCF_013282725.1	4603534	49	4126	3950	99.68	1.9	85.4944918403991
GCF_013744875.1	8339910	68	7661	7493	97.53	3.48	89.9668221839325
GCF_014117325.1	8853064	46.5	7499	7333	96.36	4.7	87.12760915317
GCF_014268375.2	6289056	60	5675	5480	99.89	0.11	88.1287748113549
GCF_014268585.2	6073514	60	5536	5378	99.63	0.19	87.8027448360208
GCF_014268755.2	7026924	63	6387	6191	99.96	0.86	88.3501941959241
GCF_014295035.1	8416829	73	6708	6462	97.93	0.22	82.4515028165595
GCF_014334095.1	3191507	63	3043	2966	99.08	0.17	90.993784441018
GCF_014397115.1	3128613	32.5	3063	2909	96.72	6.48	89.3996477033113
GCF_014489615.1	8188347	73.5	6831	6637	99.81	0.51	86.4776736989773
GCF_014489635.1	9947447	72	8628	8366	100	0.61	88.0763878410209
GCF_014680085.1	6930736	72.5	5941	5751	93.99	6.63	89.7329374542617
GCF_014701095.1	7561001	71.5	6938	6685	99.91	0.38	87.7841703763827
GCF_015277895.1	3267287	68	3172	3106	96.96	1.58	93.4669344933579
GCF_016126655.1	2424983	38	2095	1972	97.78	0.88	82.6720434741192
GCF_016134045.1	4091934	66	4034	3962	100	0	91.1304043515853
GCF_016598615.1	11347200	70	10016	9767	99.53	0.88	87.7673611111111
GCF_016725645.1	5138280	40	4368	4282	96.54	3.12	89.6523739461454
GCF_017068395.1	9866560	67.5	9110	8838	99.52	3.24	90.0019865079623
GCF_017310505.1	2254698	40.5	2092	2016	98.57	0.41	88.6132422169177
GCF_017357245.1	6348611	61	6114	5853	99.86	0.09	87.7007584808709
GCF_017945865.1	2263463	63.5	1711	1647	92.44	2.52	86.3633732912798
GCF_018069625.1	10360357	71.5	8683	8399	99.72	0.76	88.0211077668463
GCF_018127785.1	3304345	40.5	2628	2478	98.81	0	82.8448300646573
GCF_018324255.1	8365212	72	7385	6967	89.86	2.16	88.9154990931491
GCF_018604545.1	8599513	71	7779	7618	99.81	0.19	89.6504371817334
GCF_019222765.1	8948074	67	8300	8158	98.81	6.76	87.8821185430518
GCF_019285775.1	4230116	68.5	3934	3821	96.06	1.01	92.5898249598829
GCF_019397265.1	9073954	72	8590	8410	97.97	1.64	91.0473978598525
GCF_019456675.1	6093551	66.5	5996	5813	99.48	1.9	92.8303381722743
GCF_019599145.1	10549378	71	9127	8727	99.43	0.93	86.9017680473674
GCF_019645835.1	5623714	67	5381	5260	99.66	0.07	93.4763396573866
GCF_019722725.1	3643760	54	3360	3257	99.47	1.03	89.507843546227
GCF_019797845.1	4942431	52.5	4643	4238	99.59	0.21	86.2721806333766
GCF_020097375.1	2102930	47.5	1772	1692	98.79	0.1	88.0190020590319
GCF_020616555.1	10018810	70.5	9208	8876	100	0.62	86.49243772464
GCF_020740535.1	7653710	72	6287	6115	95.14	0.88	88.6454934926983
GCF_020809405.1	4116837	29	4047	3900	100	0.66	85.4701315597387
GCF_021441825.1	8624193	70.5	7944	7723	99.94	1.33	89.0200625148347
GCF_022374875.2	6107383	69.5	5909	5765	100	0.81	93.4123666388697
GCF_022631235.3	3165292	44.5	2657	2545	99.82	0.49	83.8159323057715
GCF_022699385.1	7760770	72.5	6655	6442	99.53	1.64	86.4648610898145
GCF_022749495.1	2801968	51	2683	2528	99.31	0.27	82.5067238455257
GCF_022749515.1	2574276	51.5	2487	2280	99.25	0	83.6239781592961
GCF_022809775.1	3609901	59.5	3418	3289	97.37	0.37	88.841993173774
GCF_022870945.1	2661781	44	2627	2475	96.23	0	87.1164081492805
GCF_023498005.1	9862620	70.5	8721	8468	100	0.19	88.6799957820539
GCF_024346755.1	5368019	45.5	4720	4537	89.45	4.47	86.1358724699
GCF_024347055.1	5501118	45	4993	4795	96.82	4.47	85.7118134895489
GCF_024347575.1	4963975	45	4391	4156	99.55	1.69	85.3911431866599
GCF_024600715.1	6900504	74	6071	5812	99.34	0.16	84.221253983767
GCF_025149465.1	2528470	29	2420	2299	98.74	0	87.1323764964583
GCF_025215495.1	3988920	69	3863	3725	98.17	0.56	91.9207705343802
GCF_025264625.1	6794547	60	5602	5523	97.47	3.66	87.1340061375689
GCF_025642135.1	9362607	70.5	8526	7849	97.44	1.74	85.7854014378687
GCF_025642175.1	8572100	72	7808	7355	98.26	0.63	86.5908587160673
GCF_027625935.1	9598041	71	8892	8454	100	1.68	87.2886560913837
GCF_027924405.1	7431165	69	6715	6579	99.45	2.37	87.4716548481968
GCF_027946175.1	1940884	37	2040	1957	96.89	0.91	94.6357433004755
GCF_029024945.1	2831135	33	2742	2619	99.51	1.81	83.5698050428539
GCF_030406725.1	2719067	65	2786	2697	94.07	4.89	92.0755170799396
GCF_031679605.1	10044493	71.5	8401	8070	98.77	1.52	87.8526372610345
GCF_032108445.1	6955679	73.5	6548	6381	95.78	6.27	89.6675220348725
GCF_034120055.1	4057055	69.5	3687	3612	98.84	1.61	92.3601972366655
GCF_037157775.1	13401787	64.5	10776	10573	89.49	10.54	91.1404874588739
GCF_037157805.1	13605706	65	10741	10563	89.35	11.58	91.4140067409953
GCF_037157815.1	12242832	66.5	9784	9610	89.72	7.63	88.3747649236713
GCF_038024095.1	2693168	31.5	2372	2312	93.85	2.79	91.4385586045876
GCF_038443385.1	9719866	56	6605	6497	99.41	2.41	84.8613036434865
GCF_040529335.1	8616192	71.5	7801	7591	99.91	0.76	89.0623955455032
GCF_044501185.1	5014694	67	4690	4570	100	0.3	85.7603275493978
GCF_045519255.1	7863746	72	6980	6700	99.74	0.76	86.2649556585373
GCF_045822005.1	9507149	71.5	8675	8363	99.95	1.96	87.6409005475774
GCF_047758745.1	4773633	58.5	4472	4321	99.15	0.47	88.9235305688561
GCF_048300925.1	2989371	67	2964	2885	99.9	1.18	89.9514312542672
GCF_048500665.1	7277411	73	6757	6578	99.91	0.44	89.1393244108379
GCF_052056485.1	6788974	44	6046	5875	98.61	1.09	87.1352283864985
GCF_052828665.1	10144208	70.5	9134	8868	99.91	0.97	88.1223551409829
GCF_900186985.1	2613271	36.5	2483	2377	99.46	0.39	85.5199097223365
GCF_900187065.1	4950685	69	4726	4560	99.4	0.82	92.3428172061038
GCF_900476055.1	2161464	42	2066	1951	97.99	0.56	88.3644141193191
GCF_900637075.1	2156061	37	2097	1939	95.42	1.74	87.5145462025425
GCF_900637325.1	2150449	48.5	2180	2111	99.2	0.33	94.5790390750955
GCF_900637575.1	3166158	60	2828	2754	98.95	0.26	86.4888612633987
GCF_900660495.1	1074838	28.5	836	777	95.69	0	90.1675415271883
GCF_000014865.1	4719581	54	3861	3733	94.93	2.7	86.4164848532105
GCF_000016285.1	6320946	57.5	5814	5590	99.93	0	87.1946699117506
GCF_000021825.1	6554169	38.5	5941	5762	98.85	0	82.88716693146
GCF_000147335.1	7841948	40	7034	6865	99.38	0.53	85.0066080519789
GCF_000299335.2	4168427	62.5	3799	3721	96.77	4.12	90.2373245351304
GCF_000785705.2	5172098	51.5	4787	4637	98.16	2.61	88.7799689797061
GCF_000830985.1	3975896	57.5	4075	3211	69.35	0.94	90.6187183970607
GCF_000960975.1	4817335	62	4553	4416	95.74	3.28	89.4720005978409
GCF_001021975.1	4633632	37.5	4204	4083	99.64	0.7	87.4769942887135
GCF_001278055.1	3958620	61	3626	3519	97.35	0.41	88.8863543356018
GCF_001523745.2	6590914	66.5	5906	5550	100	0.34	84.9951615208452
GCF_001524445.2	7427555	67	6653	6351	100	1.24	84.7543235963921
GCF_001620265.1	4987611	66.5	5042	4601	90.86	0.29	89.7709745206673
GCF_001644645.1	5940863	41.5	4977	4902	97.12	1.57	84.6990916976204
GCF_001648155.1	4871648	34	4431	4302	99.35	1.42	87.5011700352735
GCF_001651805.1	5191608	59	4628	4480	94.5	6.8	86.8294948308886
GCF_001660485.1	4373124	70.5	4001	3925	87.29	10.57	91.1269609551433
GCF_001676705.1	5878756	67.5	5215	5111	97.36	4.23	89.8307056799091
GCF_001676725.1	5954318	66	5377	5283	95.6	5.66	90.0521604657326
GCF_001688725.2	4839927	42.5	4074	3794	99.56	0	88.6026586764635
GCF_001689125.2	5128746	45.5	4886	4666	98.16	1.49	87.8153646134942
GCF_001696605.3	3960451	38	3805	3640	99.44	1.66	85.0421328278017
GCF_001729245.1	4591888	42.5	4166	4060	84.53	12.2	87.8381180028781
GCF_001746835.1	4199284	66.5	3591	3527	86.33	9.2	91.0594044127523
GCF_001750105.1	3864326	59	3402	3301	99.44	1.12	87.9558298135302
GCF_001854125.1	4121005	56	3822	3736	99.6	0.86	91.2633447423626
GCF_001857965.1	3851214	34.5	3229	3143	99.53	0.32	89.0135681891476
GCF_001866075.4	5227226	36	5334	5114	98.58	1.85	82.4731702819048
GCF_001889165.1	4361276	36.5	4301	4059	99.41	0.7	79.3206391890814
GCF_001889605.1	5324561	65	5249	5114	99.03	0.33	89.4795646063591
GCF_001913155.1	4271158	34.5	3724	3653	97.03	2.56	90.1141798079116
GCF_001999965.1	3868357	47	2982	2914	94.83	1.72	89.0318292753228
GCF_002056295.1	4035153	60	3757	3673	93.55	2.11	91.4971997344339
GCF_002075285.3	5577845	54.5	5230	4924	96.88	1.18	83.2015948811772
GCF_002076895.1	4661274	38.5	3970	3841	89.54	6.57	84.316798368858
GCF_002158865.1	4522913	68	3936	3797	86.02	3.18	83.1193082864959
GCF_002407185.1	3796663	71	3420	3329	94.64	16.77	90.1041783271257
GCF_002499975.2	4314189	46	3800	3693	85.77	4.79	86.9094052207727
GCF_002741015.1	9631051	62.5	9274	8714	83.75	11.79	82.1053486270605
GCF_002886045.1	5665358	34	4631	4559	99.35	0.97	87.9162093551723
GCF_002953195.1	4527605	58	4271	4003	99.29	0	86.3423156392839
GCF_003015185.1	6120935	60.5	4703	4602	99.16	1.84	86.036201985481
GCF_003024155.1	4380140	39.5	3893	3813	92.57	10.61	90.787029638322
GCF_003076475.1	4224053	40	3838	3703	98.59	0.47	89.1318835251357
GCF_003096015.2	3841771	46	3253	3084	98.07	0	85.4532974505768
GCF_003096035.1	3983546	44.5	3590	3515	98.41	1.3	89.2667236678075
GCF_003100395.1	4256308	67.5	3832	3734	99.2	0	92.1703034648808
GCF_003122385.1	5877431	34	4958	4859	99.53	1.35	87.4059772033053
GCF_003149515.1	5027597	62.5	4588	4418	88.25	4.22	85.1216794027047
GCF_003173735.1	5539695	70.5	5284	5096	99.79	0.91	85.5579413668081
GCF_003173755.1	6162702	71.5	5776	5577	97.95	0.93	85.7799062813682
GCF_003260975.1	6252144	44	4819	4725	93.19	3.66	85.0669146456
GCF_003268655.1	4530754	66	4074	3937	100	2.45	86.9641565178776
GCF_003269425.1	3772469	38	3358	3291	99.68	0	90.6029976654546
GCF_003312915.1	4839571	34	4177	4082	99.53	1.26	87.7088072475846
GCF_003325475.1	4807151	64	4650	4495	99.22	2.37	89.1333349004431
GCF_003344865.1	6371455	70.5	5659	5516	97.62	6.72	91.5467503105648
GCF_003351745.1	3777352	46	3448	3340	97.06	1.51	86.5494134515396
GCF_003352165.1	4037611	65.5	3863	3691	99.24	0.95	91.4877138981442
GCF_003367375.1	4071977	52.5	3904	3773	96.49	2.89	90.0930678144793
GCF_003403075.1	4843008	41	4241	4153	98.59	0.31	89.0866378911619
GCF_003594935.2	5037746	55.5	4826	4638	99.53	1.02	89.4964732243349
GCF_003600625.1	4099663	36.5	3455	3385	95.41	1.49	88.6416273727865
GCF_003611035.1	4385465	68.5	4103	4015	98.34	2.5	90.2909041572559
GCF_003855095.1	5962176	67.5	5449	5305	98.09	0.84	92.2502958651338
GCF_003952345.1	3877377	48	3460	3284	97.23	0.75	84.5756809306911
GCF_003952725.1	4356607	62.5	4253	4145	96.22	2.49	90.201044069387
GCF_003963515.1	4079826	56	3934	3758	75.39	9.64	86.5399651847898
GCF_003991565.1	4976422	43.5	4288	4157	84.04	5.6	89.8171216187052
GCF_004015185.1	6364326	32	5733	5460	99.38	5.33	80.2051309125271
GCF_004102025.1	3988549	67	3379	3243	99.7	0.12	85.067652421971
GCF_004103715.1	3743723	33.5	3687	3565	98.28	0.86	87.5019332359793
GCF_004295645.1	4631943	45.5	4205	3997	98.76	1.65	86.0319524657363
GCF_004300825.1	3980161	72.5	3669	3567	96.15	2.52	90.0306294142373
GCF_004322855.1	4637169	71.5	4296	4149	97.9	0.84	89.1629569679259
GCF_004355185.1	4918966	54.5	4500	4251	88.34	2.55	86.7770584305726
GCF_004355225.1	4217227	36	3544	3472	97.89	1.67	88.7064177479657
GCF_004564355.1	3828279	70.5	3756	3687	97.38	0.71	92.5301943771601
GCF_004798685.1	3909366	75.5	3504	3431	98.23	1.92	90.3013941391008
GCF_004802635.2	4727788	63	4309	4194	90.01	11.73	86.0703144895668
GCF_005116675.2	5653142	48.5	4865	4686	98.28	5.17	82.7003637976899
GCF_005155025.1	4359891	59.5	4100	3950	99.33	0.9	88.2807620649232
GCF_005281475.1	6064527	44	4772	4691	94.84	5.83	85.4485931054475
GCF_005484965.1	4891702	56	4567	4357	100	0.41	87.4513615097567
GCF_005671395.1	5182800	56	4902	4699	100	1.65	88.3462607084974
GCF_006065315.1	5168958	32	4401	4332	99.35	0.65	89.6702778393634
GCF_006337165.1	5086993	56	4223	4160	95.55	3.24	87.5708694704318
GCF_006351925.1	3805212	37	3631	3450	97.52	1.86	86.4741833043731
GCF_006352065.1	4171640	72	3839	3723	98.04	0	88.55430957609
GCF_006385595.1	4610696	66	4205	4117	99.81	0.6	92.1489944251367
GCF_006547045.1	3857091	66.5	3448	3294	84.74	14.58	88.6355546187529
GCF_006575665.1	5550304	44	4307	4230	93.8	2.67	84.4441313484811
GCF_006974145.1	4130958	35	3722	3622	99.35	0.16	88.9025257579477
GCF_007197735.1	3934786	32	3445	3369	99.84	0.82	88.8670692637414
GCF_007197755.1	4264634	63.5	4196	4134	99.36	0	92.1539574087718
GCF_007362775.1	5121194	67	4758	4640	92.15	6.1	89.2768561394081
GCF_007431345.1	5292479	61	4835	4688	98.02	2.35	89.0276938274106
GCF_007748115.1	6496182	56	5267	5170	98.5	0.98	87.7114280357293
GCF_007859675.1	4183638	68.5	3890	3744	95.49	0.96	90.4093996660323
GCF_007970665.1	5212251	74	5260	5045	92.7	5.56	91.0418358594013
GCF_007970805.1	5079621	46.5	4388	4320	99.03	1.7	89.4238763088821
GCF_007971025.1	5352833	45.5	4931	4859	98.69	3.68	89.8450969794873
GCF_007971385.1	5773153	41	5001	4778	89.42	1.96	83.8922335853562
GCF_008000935.1	3985855	38	3697	3609	98.98	0.36	91.0185142209137
GCF_008033135.1	4325960	63.5	4198	4091	99.03	2.77	90.7040749336563
GCF_008122265.1	4543926	58	4052	3958	96.59	6.61	87.6010524819286
GCF_008275125.1	4279774	63.5	4110	3941	99.1	2.97	88.8535469396281
GCF_008329985.2	4895269	57	4285	4172	96.93	1.06	87.7907015937224
GCF_008632455.1	4554005	53.5	4053	3951	91.09	3.18	88.7697751759166
GCF_008728635.1	4428884	60	3811	3727	87.34	3.19	87.7582253226772
GCF_008728835.1	5865246	67.5	5263	5180	99.04	0.22	89.0530763756541
GCF_008728855.1	5894118	66	5414	5326	99.91	1.32	88.8925365932613
GCF_009193295.2	5760088	41.5	4441	4232	100	0.09	90.4038445245975
GCF_009363855.1	3823049	67.5	3638	3556	69.45	4.05	88.5191374737808
GCF_009650095.1	5088110	36.5	4783	4609	98.71	1.51	85.1647468313382
GCF_009738185.1	4750253	53	4348	4177	97.74	5.18	87.0332380191118
GCF_009739515.1	4538634	69	4339	4202	98.49	1.88	91.4599414713766
GCF_009834025.1	4018808	67.5	3859	3778	99.16	0	92.0622483084536
GCF_009834345.1	5015118	64	4899	4397	84.7	0.77	89.9977827042156
GCF_009834925.2	4175177	66	3574	3501	95.44	10.1	89.6207035055041
GCF_009856625.1	4502301	59	4214	4062	99.55	2.4	88.1361108464316
GCF_009901525.1	5500985	33	4656	4572	99.57	0.97	87.1266873114542
GCF_009931615.1	3994758	61.5	3948	3880	99.63	0.17	91.1214146138514
GCF_010448835.1	4895399	40	4094	3985	96.75	5.08	87.7844073588282
GCF_010669285.1	4649503	60.5	4293	4032	90.51	1.69	89.5109004123667
GCF_010727945.1	5318517	66	5037	4878	97.06	0.51	92.7051281400435
GCF_010728725.1	5979623	66.5	5872	5672	98.31	0.9	92.5604674408403
GCF_010730195.1	6237139	67.5	5774	5579	98.4	0.49	92.7418805320837
GCF_010730355.1	6219859	66.5	5927	5742	98.65	1.33	92.2573646765948
GCF_010730575.1	5952912	68.5	5573	5351	98.46	2.34	91.0381843373462
GCF_010730745.1	5050576	68	4720	4492	97.8	0.32	89.5757434399562
GCF_010731535.1	5092988	67	4791	4347	97.48	0.59	90.0295465059018
GCF_010731635.1	4779798	66	4588	4346	99.23	0.23	91.7198802125111
GCF_010731655.1	6085955	68	5768	5568	99.34	0.44	91.8600942662245
GCF_010731775.1	6185541	67	5811	5529	98.29	1.02	91.0602322416099
GCF_011388215.1	4561131	69.5	4354	4283	99.56	1.99	93.5635262394349
GCF_011617245.1	4156794	65.5	3708	3616	94.96	5.96	89.5520201385972
GCF_012295575.1	4133133	49.5	3762	3545	94.53	4.4	84.9055184045614
GCF_012849215.1	4984039	41.5	4401	4314	99.27	1.48	88.4229838490429
GCF_012849375.1	6532782	62.5	5995	5825	98.39	0.69	92.8022395359282
GCF_012849555.1	6370297	66.5	5424	5234	90.04	7.32	88.9519122891758
GCF_012913485.1	6412079	61	5278	5207	98.95	4.68	89.6488954674451
GCF_013004105.1	5179092	65	4466	4378	99.69	0.16	92.1024959587511
GCF_013200955.2	4436925	63.5	4089	3992	98.29	0.73	88.5056655228565
GCF_013283875.1	6044097	46.5	5184	5119	98.16	1.36	88.5204026341735
GCF_013307435.2	6129832	64	5732	5568	82.46	5.46	84.4912878525872
GCF_013376455.1	4440187	63.5	4072	3973	98.02	1.14	87.3166828334032
