accession	genome_size_mb	genes_total_num	genes_protein_num	gc_percent	organism_name	organism_taxId	ORGANISM ECOSYSTEM CATEGORY
GCF_000743945.1	1.959069	1705	1644	40.5	Basilea psittacipulmonis DSM 24701	1072685	Birds
GCF_000767055.1	2.698995	2671	2552	67.0	Corynebacterium doosanense CAU 212 = DSM 45436	558173	Wastewater
GCF_000816185.1	1.465081	1533	1449	28.0	Campylobacter insulaenigrae NCTC 12927	1031564	Mammals
GCF_000833575.1	2.830519	2649	2540	60.0	Corynebacterium singulare	161899	Mammals: Human
GCF_000835165.1	2.729219	2626	2516	68.0	Corynebacterium marinum DSM 44953	1224162	Aquatic
GCF_000959365.1	7.135022	6403	6139	67.0	Burkholderia oklahomensis C6786	441162	Mammals
GCF_000968055.1	1.554229	1503	1447	29.0	Alteracholeplasma palmae J233	1318466	Plants
GCF_000980835.1	2.354065	2144	2048	46.5	Corynebacterium kutscheri	35755	Mammals
GCF_001189295.1	11.388132	8313	8148	68.5	Chondromyces crocatus	52	Terrestrial
GCF_001263205.1	12.191466	10684	10489	66.0	Labilithrix luteola	1391654	Terrestrial
GCF_001267925.1	4.965474	4594	4464	61.0	Herbaspirillum hiltneri N3	1262470	Plants
GCF_001277255.1	4.499482	4248	4067	56.0	Cronobacter condimenti 1330	1073999	Food production
GCF_001431725.1	4.757486	4165	4067	58.5	Halomonas huangheensis	1178482	Terrestrial
GCF_001513745.1	7.287809	6632	6248	67.0	Burkholderia humptydooensis	430531	Aquatic
GCF_001553625.1	2.783374	2670	2517	59.0	Desulfomicrobium orale DSM 12838	888061	Mammals: Human
GCF_001561955.1	3.120417	3023	2899	39.0	Anaerotignum propionicum DSM 1682	991789	Aquatic
GCF_001602095.1	1.829936	1777	1683	40.0	Helicobacter himalayensis	1591088	Mammals
GCF_001618865.1	7.480314	6305	6153	67.0	Luteitalea pratensis	1855912	Terrestrial
GCF_001632775.1	4.446619	3653	3568	70.5	Dokdonella koreensis DS-123	1300342	Terrestrial
GCF_001636295.1	3.826972	3501	3418	74.0	Isoptericola dokdonensis DS-3	1300344	Terrestrial
GCF_001653755.1	3.293944	2934	2868	38.0	Dokdonia donghaensis DSW-1	1300343	Aquatic
GCF_001663155.1	2.673978	2596	2540	57.0	Altererythrobacter ishigakiensis	476157	Aquatic
GCF_001693385.1	8.322773	7924	7614	62.0	Bradyrhizobium icense	1274631	Plants
GCF_001693515.2	8.377719	7949	7677	62.5	Bradyrhizobium paxllaeri	190148	Plants
GCF_001701025.1	9.997872	9914	9504	70.0	Lentzea guizhouensis	1586287	Terrestrial
GCF_001854225.1	1.424506	1398	1347	52.0	Candidatus Rhodoluna planktonica	535712	Aquatic
GCF_001886815.1	4.978541	3882	3810	45.0	Caldithrix abyssi DSM 13497	880073	Aquatic
GCF_001941485.1	2.604152	2264	2172	71.5	Corynebacterium frankenforstense DSM 45800	1437875	Food production
GCF_001941825.1	7.523017	6724	6477	65.5	Massilia putida	1141883	Terrestrial
GCF_001945665.1	1.311545	1331	1208	28.0	Borreliella mayonii	1674146	Mammals: Human
GCF_001989575.1	1.745789	1813	1719	34.0	Abyssicoccus albus	1817405	Aquatic
GCF_002104335.1	1.937768	1926	1837	31.0	Campylobacter cuniculorum DSM 23162 = LMG 24588	1121267	Mammals
GCF_002157225.2	7.113812	5888	5772	41.0	Agarilytica rhodophyticola	1737490	Aquatic
GCF_002222595.2	3.065949	3075	2936	39.0	Blautia hansenii DSM 20583	537007	Mammals: Human
GCF_002238335.1	1.738633	1798	1719	34.0	Campylobacter avium LMG 24591	522484	Birds
GCF_002266435.3	7.02593	6583	6502	64.5	Bradyrhizobium amphicarpaeae	1404768	Plants
GCF_002305855.1	9.910441	8223	8068	68.5	Melittangium boletus DSM 14713	1294270	Terrestrial
GCF_002838765.1	2.65301	2482	2415	44.0	Kangiella profundi	1561924	Aquatic
GCF_002863865.1	4.914503	4229	4133	51.0	Ketobacter alkanivorans	1917421	Aquatic
GCF_002896855.1	4.731216	4118	3979	41.5	Clostridium thermosuccinogenes	84032	Food production
GCF_003019695.1	1.678881	1676	1592	32.5	Fusobacterium gonidiaformans ATCC 25563	469615	Mammals: Human
GCF_003076455.1	4.621116	3822	3708	35.0	Flavobacterium faecale	1355330	Birds
GCF_003096075.1	3.911842	3685	3532	71.0	Dietzia lutea	546160	Terrestrial
GCF_003290445.1	2.054094	1975	1899	32.5	Francisella adeliensis	2007306	Unclassified
GCF_003312875.1	9.121443	8555	8395	70.5	Amycolatopsis albispora	1804986	Aquatic
GCF_003330725.1	7.600726	6456	6244	57.0	Acidisarcina polymorpha	2211140	Terrestrial
GCF_003355515.1	1.915613	1979	1911	28.0	Aliarcobacter trophiarum LMG 25534	1032241	Mammals
GCF_003589925.1	8.241389	6775	6705	51.0	Chryseolinea soli	2321403	Terrestrial
GCF_003721225.2	2.887944	2869	2759	61.5	Acidithiobacillus sulfuriphilus	1867749	Terrestrial
GCF_003815775.1	4.890621	4518	4389	35.5	Chryseobacterium joostei	112234	Food production
GCF_003991135.1	3.557532	3303	3101	36.0	Anoxybacter fermentans	1323375	Aquatic
GCF_003999255.1	2.905633	2846	2687	35.0	Caldicellulosiruptor changbaiensis	1222016	Aquatic
GCF_004014775.2	3.15318	2962	2820	53.0	Acetobacter oryzoeni	2500548	Food production
GCF_004014855.1	3.293048	2945	2885	32.0	Apibacter raozihei	2500547	Mammals
GCF_004114935.1	9.342022	8838	8421	63.0	Bradyrhizobium zhanjiangense	1325107	Plants
GCF_004114955.1	8.138177	7709	7479	63.5	Bradyrhizobium guangzhouense	1325095	Plants
GCF_004208415.1	11.340617	9811	9595	52.0	Ktedonosporobacter rubrisoli	2509675	Terrestrial
GCF_004214815.1	1.91508	1985	1913	27.0	Aliarcobacter thereius LMG 24486	1032240	Mammals
GCF_004299785.2	2.018219	2099	2033	27.0	Arcobacter porcinus	1935204	Mammals
GCF_005083985.2	1.871566	2041	1966	34.0	Caminibacter pacificus	1424653	Aquatic
GCF_005116655.2	6.751878	5608	5446	44.5	Desulfosediminicola flagellatus	2569541	Aquatic
GCF_005377625.1	3.365583	3043	2911	59.5	Desulfoglaeba alkanexedens ALDC	980445	Wastewater
GCF_005843985.1	1.685887	1818	1746	27.0	Caminibacter mediatlanticus TB-2	391592	Aquatic
GCF_006542645.1	3.507492	2980	2888	58.0	Alistipes onderdonkii subsp. vulgaris	2585117	Mammals: Human
GCF_006542665.1	3.301347	2738	2654	58.5	Alistipes communis	2585118	Mammals: Human
GCF_007858975.2	4.317154	3902	3721	52.5	Dickeya poaceiphila	568768	Plants
GCF_008247605.1	3.624619	3393	3299	59.0	Kushneria phosphatilytica	657387	Terrestrial
GCF_008254045.1	9.378099	8229	7998	65.5	Limnoglobus roseus	2598579	Aquatic
GCF_008327825.1	2.161166	2039	1958	29.5	Leptotrichia shahii	157691	Mammals: Human
GCF_008369785.1	2.062281	2029	1963	33.0	Francisella marina	2249302	Unclassified
GCF_009026825.1	2.351892	2093	2000	60.0	Corynebacterium urogenitale	2487892	Unclassified
GCF_009193325.2	5.320612	4276	4084	42.5	Bacteroides zhangwenhongii	2650157	Mammals: Human
GCF_009688945.1	7.324708	6457	6332	56.5	Desulfosarcina alkanivorans	571177	Aquatic
GCF_009720525.1	8.027492	6302	6129	52.5	Gimesia benthica	2608982	Aquatic
GCF_009720625.1	5.602542	5481	5139	36.0	Metabacillus sediminilitoris	2567941	Aquatic
GCF_009762775.1	7.81131	6322	6246	38.5	Maribellus comscasis	2681766	Unclassified
GCF_009910365.1	3.095392	2847	2781	51.5	Aequoribacter fuscus	2518989	Aquatic
GCF_010093065.1	7.969925	6279	6161	46.0	Chitinophaga agri	2703787	Plants
GCF_011455495.1	2.136304	2050	1960	42.5	Frederiksenia canicola	123824	Mammals
GCF_011455875.1	2.253194	2102	2002	42.5	Basfia succiniciproducens	653940	Mammals
GCF_011516645.4	10.410654	10015	9393	63.5	Bradyrhizobium septentrionale	1404411	Plants
GCF_012113595.1	6.782182	5162	5021	43.0	Bacteroides faecium	2715212	Mammals: Human
GCF_012222965.1	1.750491	1636	1546	32.0	Allofrancisella inopinata	1085647	Aquatic
GCF_012295615.1	3.550395	3305	3238	44.0	Bermanella marisrubri	207949	Aquatic
GCF_012849095.1	8.522788	7232	7024	50.5	Cohnella herbarum	2728023	Terrestrial
GCF_012913305.1	3.664154	3723	3479	69.5	Aerophototrophica crusticola	1709002	Terrestrial
GCF_013128195.2	9.857393	8173	7910	67.5	Frigoriglobus tundricola	2774151	Terrestrial
GCF_013201605.1	1.64493	1687	1599	29.0	Campylobacter ornithocola	1848766	Birds
GCF_013201645.1	1.694495	1790	1724	32.0	Campylobacter corcagiensis	1448857	Unclassified
GCF_013201705.1	2.448998	2456	2362	27.0	Aliarcobacter faecis	1564138	Mammals: Human
GCF_013201895.1	1.891678	1895	1823	29.5	Campylobacter blaseri	2042961	Mammals
GCF_013315815.1	1.989979	1953	1858	50.5	Caproicibacterium lactatifermentans	2666138	Food production
GCF_013372105.1	1.642612	1679	1595	28.5	Campylobacter armoricus	2505970	Aquatic
GCF_013372205.1	1.773478	1870	1787	36.5	Campylobacter mucosalis	202	Mammals
GCF_013376475.1	4.155851	3656	3567	64.0	Desulfolutivibrio sulfoxidireducens	2773299	Bioreactor
GCF_013388295.1	1.659117	1403	1291	37.0	Bartonella alsatica	52764	Mammals
GCF_014041995.1	2.661583	2313	2213	58.0	Changpingibacter yushuensis	2758440	Aquatic
GCF_014075995.1	6.935613	5407	5308	41.0	Adhaeribacter radiodurans	2745197	Plants
GCF_014541205.1	2.155161	2136	2039	40.0	Mannheimia bovis	2770636	Unclassified
GCF_015097275.1	4.171466	3304	3184	38.5	Coprobacter secundus subsp. similis	2751153	Mammals: Human
GCF_015624505.1	7.622528	7187	7078	64.0	Bradyrhizobium commune	83627	Plants
GCF_015689335.1	7.432405	6532	6322	64.0	Massilia antarctica	2765360	Aquatic
GCF_016127355.1	2.220058	2293	2191	54.0	Kingella denitrificans	502	Mammals: Human
GCF_016613535.2	3.933292	3499	3240	69.0	Agrilutibacter solisilvae	2763317	Terrestrial
GCF_016725245.1	2.54353	2535	2430	32.5	Mammaliicoccus vitulinus	71237	Food production
GCF_016767175.1	2.307997	2279	2195	29.5	Keratinibaculum paraultunense	1278232	Terrestrial
GCF_017377355.1	6.908045	5931	5816	38.5	Desulfonema limicola	45656	Aquatic
GCF_017868935.1	4.572976	4294	4182	64.0	Billgrantia antri	2846777	Aquatic
GCF_018324385.1	2.572603	2497	2433	60.5	Ferrigenium kumadai	1682490	Terrestrial
GCF_018885265.1	7.657695	7118	6941	70.0	Amycolatopsis aidingensis	2842453	Terrestrial
GCF_019063885.1	4.829642	4250	4155	61.5	Geomonas diazotrophica	2843197	Terrestrial
GCF_019175365.1	8.979594	7960	7776	72.5	Actinomadura graeca	2750812	Terrestrial
GCF_019904175.1	11.959907	10803	10568	72.5	Dactylosporangium vinaceum	53362	Terrestrial
GCF_020091585.1	8.564336	8277	7861	49.5	Kovacikia minuta CCNUW1	2653194	Aquatic
GCF_020162295.1	2.432066	2389	2280	46.5	Alysiella filiformis DSM 16848	1120981	Mammals
GCF_020386615.1	7.663439	5758	5683	47.5	Chitinophaga pendula	2849666	Aquatic
GCF_020792675.1	4.101974	3693	3613	72.0	Brachybacterium halotolerans subsp. kimchii	2887346	Food production
GCF_020911905.1	4.362213	3685	3593	34.5	Flavobacterium flavipigmentatum	2893884	Unclassified
GCF_021389975.1	6.978354	5727	5650	42.0	Fulvivirga ulvae	2904245	Plants
GCF_021391495.1	8.183622	8132	7874	70.5	Amycolatopsis acidiphila	715473	Terrestrial
GCF_021922925.1	3.226754	3096	3029	73.5	Clavibacter phaseoli	1734031	Plants
GCF_021952865.1	3.243492	3093	3020	73.0	Clavibacter californiensis	1401995	Plants
GCF_022814725.1	3.582323	3344	3296	43.0	Bdellovibrio reynosensis	2835041	Plants
GCF_024453815.1	2.389603	2247	2164	60.5	Corynebacterium pseudogenitalium	38303	Mammals: Human
GCF_024453835.1	2.33704	2257	2164	63.0	Corynebacterium genitalium ATCC 33030	585529	Mammals: Human
GCF_024707545.1	7.548464	7389	6971	62.0	Mesorhizobium onobrychidis	2775404	Plants
GCF_025137375.1	10.494953	9671	9456	71.0	Dactylosporangium fulvum	53359	Terrestrial
GCF_025145845.1	3.809618	3246	3120	57.5	Alistipes shahii WAL 8301	717959	Mammals: Human
GCF_025149125.1	6.353279	5736	5604	55.5	[Clostridium] asparagiforme DSM 15981	518636	Mammals: Human
GCF_025151385.1	3.307707	2714	2578	45.5	Hoylesella buccalis ATCC 35310	679190	Mammals: Human
GCF_025152405.1	2.733858	2579	2435	42.5	[Ruminococcus] lactaris ATCC 29176	471875	Mammals: Human
GCF_025264685.1	8.220997	7768	7525	71.0	Dactylosporangium roseum	47989	Terrestrial
GCF_027627435.1	9.155765	8288	7919	72.5	Kitasatospora cathayae	3004092	Plants
GCF_028609805.1	2.237865	2061	1963	65.0	Corynebacterium massiliense DSM 45435	1121364	Mammals: Human
GCF_028609825.1	2.279521	2207	2109	65.0	Corynebacterium ihumii	1232427	Mammals: Human
GCF_028622115.1	10.411187	9716	9415	70.0	Kutzneria chonburiensis	1483604	Terrestrial
GCF_030252345.1	9.80787	8793	8604	71.5	Actinoplanes oblitus	3040509	Terrestrial
GCF_030408815.1	2.962293	2681	2597	50.0	Corynebacterium freiburgense	556548	Mammals: Human
GCF_030408855.1	2.52932	2443	2350	63.0	Corynebacterium glaucum	187491	Mammals: Human
GCF_030440535.1	1.979952	1923	1846	64.5	Corynebacterium capitovis DSM 44611	1121354	Mammals
GCF_030440555.1	1.86313	1691	1617	49.5	Corynebacterium caspium DSM 44850	1121355	Mammals
GCF_030440575.1	2.584365	2280	2200	62.0	Corynebacterium ciconiae DSM 44920	1121356	Birds
GCF_030506285.1	7.134482	5893	5819	42.0	Catalinimonas niigatensis	1397264	Aquatic
GCF_036632915.2	2.955389	2936	2686	56.0	Faecalibacterium taiwanense	3030638	Mammals: Human
GCF_037055315.1	3.316918	3030	2928	64.0	Arachnia rubra	1547448	Mammals: Human
GCF_038396765.1	6.5177	5443	5318	55.0	Chitinophaga caseinilytica	2267521	Terrestrial
GCF_040571325.1	8.019228	7311	7011	73.5	Kitasatospora camelliae	3156397	Terrestrial
GCF_040581405.1	3.437745	3268	3118	62.0	Komagataeibacter sucrofermentans DSM 15973	1307942	Plants
GCF_041892135.1	3.604506	3510	3437	66.5	Brevundimonas intermedia	74315	Aquatic
GCF_041897805.1	8.488118	7489	7291	71.5	Actinokineospora auranticolor	155976	Terrestrial
GCF_043575855.1	12.011312	11093	10893	70.5	Kutzneria buriramensis	1045776	Terrestrial
GCF_045016065.1	7.425094	6402	6240	65.5	Massilia atriviolacea	2495579	Terrestrial
GCF_045571495.1	7.598687	7153	6969	64.0	Bradyrhizobium centrosematis	1300039	Plants
GCF_045788535.1	4.046817	3436	3360	34.5	Allotamlana fucoidanivorans	2583814	Algae
GCF_046058945.1	2.324176	2278	2127	40.5	Brochothrix campestris	2757	Terrestrial
GCF_047345005.1	7.021699	6508	6348	62.5	Labrys okinawensis	346911	Plants
GCF_047456285.1	4.140558	3839	3715	44.0	Acetobacterium malicum subsp. dehalogenans DSM 11527	1068975	Wastewater
GCF_048565275.1	9.639276	8656	8499	51.5	Desulfosarcina variabilis str. Montpellier	859321	Aquatic
GCF_900187255.1	2.688499	2435	2343	44.0	Capnocytophaga haemolytica	45243	Mammals: Human
GCF_900475835.1	2.749647	2582	2488	58.5	Jonesia denitrificans	43674	Food production
GCF_900476035.1	2.022832	1961	1853	42.5	Aggregatibacter segnis ATCC 33393	888057	Mammals: Human
GCF_900476045.1	1.76093	1718	1642	30.5	Gemella morbillorum	29391	Mammals: Human
GCF_900636745.1	2.451991	2313	2220	40.0	Actinobacillus equuli	718	Mammals
GCF_900637975.1	3.491241	2964	2818	69.0	Actinomyces viscosus	1656	Mammals
GCF_948472415.1	8.073621	7501	6750	74.0	Kitasatospora fiedleri	2991545	Terrestrial
GCF_964642095.1	2.849698	2547	2460	63.0	Fretibacterium fastidiosum	651822	Mammals: Human
GCF_000009905.1	3.566135	3403	3240	68.5	Symbiobacterium thermophilum IAM 14863	292459	Solid waste
GCF_000011245.1	3.630528	3628	3491	35.5	Oceanobacillus iheyensis HTE831	221109	Aquatic
GCF_000012305.1	2.650701	2265	2148	43.0	Psychrobacter arcticus 273-4	259536	Terrestrial
GCF_000012485.1	2.364842	2231	2144	57.5	Pelodictyon luteolum DSM 273	319225	Aquatic
GCF_000012885.1	3.665893	3262	3174	55.0	Syntrophotalea carbinolica DSM 2380	338963	Aquatic
GCF_000012965.1	2.201561	2220	2154	34.5	Sulfurimonas denitrificans DSM 1251	326298	Aquatic
GCF_000013405.1	3.1793	2954	2853	51.5	Syntrophus aciditrophicus SB	56780	Wastewater
GCF_000013665.1	5.057531	4141	4074	46.0	Saccharophagus degradans 2-40	203122	Aquatic
GCF_000013705.1	2.971517	2875	2801	55.5	Methylobacillus flagellatus KT	265072	Wastewater
GCF_000013765.1	4.545906	3969	3793	45.0	Shewanella denitrificans OS217	318161	Aquatic
GCF_000013885.1	5.011522	4919	4503	61.5	Nitrobacter hamburgensis X14	323097	Terrestrial
GCF_000013985.1	3.373713	3320	3230	65.5	Sphingopyxis alaskensis RB2256	317655	Aquatic
GCF_000014965.1	4.990251	4051	3958	60.0	Syntrophobacter fumaroxidans MPOB	335543	Food production
GCF_000015045.1	4.241119	3942	3828	58.5	Pelobacter propionicus DSM 2379	338966	Aquatic
GCF_000015245.1	4.306142	3812	3669	53.5	Shewanella amazonensis SB2B	326297	Aquatic
GCF_000015285.1	4.559598	3954	3745	40.0	Psychromonas ingrahamii 37	357804	Aquatic
GCF_000015305.1	6.491865	6233	6063	68.0	Mycolicibacterium vanbaalenii PYR-1	350058	Terrestrial
GCF_000015505.1	5.366143	5167	4994	61.5	Polaromonas naphthalenivorans CJ2	365044	Terrestrial
GCF_000016425.1	5.183331	4774	4542	69.5	Salinispora tropica CNB-440	369723	Terrestrial
GCF_000016785.1	1.823511	1871	1806	46.0	Thermotoga petrophila RKU-1	390874	Wastewater
GCF_000017265.1	4.379231	4347	4270	71.0	Phenylobacterium zucineum HLK1	450851	Mammals: Human
GCF_000017565.1	3.914745	3742	3676	62.5	Parvibaculum lavamentivorans DS-1	402881	Wastewater
GCF_000017805.1	5.723298	4644	4553	60.5	Roseiflexus castenholzii DSM 13941	383372	Aquatic
GCF_000017865.1	2.135342	2140	2081	38.5	Pseudothermotoga lettingae TMO	416591	Wastewater
GCF_000018025.1	5.517674	4745	4555	46.0	Shewanella sediminis HAW-EB3	425104	Aquatic
GCF_000018605.1	2.169548	2070	1990	34.0	Petrotoga mobilis SJ95	403833	Aquatic
GCF_000019185.1	5.226917	4520	4334	44.5	Shewanella halifaxensis HAW-EB4	458817	Aquatic
GCF_000019965.1	5.957605	4717	4615	65.5	Opitutus terrae PB90-1	452637	Terrestrial
GCF_000020005.1	3.191453	3021	2928	36.5	Natranaerobius thermophilus JW/NM-WN-LF	457570	Aquatic
GCF_000020625.1	2.579695	2404	2320	50.0	Prosthecochloris aestuarii DSM 271	290512	Aquatic
GCF_000021545.1	1.640877	1772	1709	33.0	Sulfurihydrogenibium azorense Az-Fu1	204536	Aquatic
GCF_000021565.1	1.983966	2102	2048	37.0	Persephonella marina EX-H1	123214	Aquatic
GCF_000021685.1	2.920744	2640	2556	64.5	Thermomicrobium roseum DSM 5159	309801	Aquatic
GCF_000021745.1	4.30543	3983	3864	63.0	Methylocella silvestris BL2	395965	Terrestrial
GCF_000021805.1	4.787694	4556	4409	40.0	Rippkaea orientalis PCC 8801	41431	Aquatic
GCF_000022085.1	8.839022	8727	8204	68.5	Methylobacterium nodulans ORS 2060	460265	Plants
GCF_000023065.1	3.471292	3282	3150	49.0	Tolumonas auensis DSM 9187	595494	Aquatic
GCF_000023465.1	5.128187	4504	4396	36.0	Zunongwangia profunda SM-A87	655815	Aquatic
GCF_000023705.1	2.54757	2384	2326	45.5	Methylotenera mobilis JLW8	583345	Aquatic
GCF_000023825.1	5.167383	4289	4226	42.0	Pedobacter heparinus DSM 2366	485917	Terrestrial
GCF_000024125.1	3.530383	3147	3091	55.5	Robiginitalea biformata HTCC2501	313596	Aquatic
GCF_000024365.1	6.060298	5513	5288	71.0	Nakamurella multipartita DSM 44233	479431	Wastewater
GCF_000024385.1	5.639016	5022	4907	71.5	Thermomonospora curvata DSM 43183	471852	Solid waste
GCF_000024525.1	8.491258	7035	6936	50.0	Spirosoma linguale DSM 74	504472	Aquatic
GCF_000024545.1	6.841557	6568	6377	68.0	Stackebrandtia nassauensis DSM 44728	446470	Terrestrial
GCF_000024725.1	4.14526	3984	3864	51.5	Nitrosococcus halophilus Nc 4	472759	Aquatic
GCF_000024865.1	10.369518	9353	9138	71.0	Streptosporangium roseum DSM 43021	479432	Terrestrial
GCF_000024885.1	2.306351	2345	2282	39.0	Sulfurospirillum deleyianum DSM 6946	525898	Terrestrial
GCF_000024925.1	4.253413	3787	3704	72.0	Sanguibacter keddieii DSM 10542	446469	Mammals
GCF_000024965.1	3.83138	3528	3446	72.5	Xylanimonas cellulosilytica DSM 15894	446471	Terrestrial
GCF_000024985.1	3.993764	3548	3469	68.0	Sphaerobacter thermophilus DSM 20745	479434	Wastewater
GCF_000025005.1	3.101581	2928	2852	53.5	Thermobaculum terrenum ATCC BAA-798	525904	Terrestrial
GCF_000025605.1	1.500577	1650	1594	47.0	Thermocrinis albus DSM 14484	638303	Aquatic
GCF_000025645.1	2.451061	2462	2315	34.0	Thermoanaerobacter italicus Ab9	580331	Aquatic
GCF_000025705.1	3.003656	3030	2961	57.5	Sideroxydans lithotrophicus ES-1	580332	Aquatic
GCF_000091325.1	4.962103	4168	3919	44.5	Shewanella violacea DSS12	637905	Aquatic
GCF_000092105.1	5.460085	4131	4042	53.5	Planctopirus limnophila DSM 3776	521674	Aquatic
GCF_000092405.1	2.405559	2416	2340	51.0	Syntrophothermus lipocalidus DSM 12680	643648	Wastewater
GCF_000092425.1	3.260398	3054	2974	68.0	Truepera radiovictrix DSM 17093	649638	Aquatic
GCF_000092645.1	4.189976	3634	3539	72.5	Thermobispora bispora DSM 43833	469371	Solid waste
GCF_000092825.1	3.157527	3119	3028	67.0	Segniliparus rotundus DSM 44985	640132	Mammals: Human
GCF_000143085.1	3.373286	3191	3066	50.0	Nitrosococcus watsonii C-113	105559	Aquatic
GCF_000143985.1	4.65397	4358	4276	49.0	Sediminispirochaeta smaragdinae DSM 11293	573413	Terrestrial
GCF_000144645.1	2.280035	2341	2217	47.0	Thermosediminibacter oceani DSM 16646	555079	Aquatic
GCF_000147355.1	2.153198	2237	2171	35.0	Sulfurimonas autotrophica DSM 16294	563040	Aquatic
GCF_000147695.2	2.785056	2795	2489	34.5	Thermoanaerobacter wiegelii Rt8.B1	697303	Aquatic
GCF_000152825.2	2.902643	2711	2638	60.5	Parvularcula bermudensis HTCC2503	314260	Aquatic
GCF_000153485.2	4.321832	3819	3624	34.5	Psychroflexus torquis ATCC 700755	313595	Aquatic
GCF_000154785.2	4.74545	4560	4404	57.0	Roseobacter litoralis Och 149	391595	Plants
GCF_000155675.2	4.875481	5091	4527	54.5	Octadecabacter antarcticus 307	391626	Unclassified
GCF_000155735.2	5.478249	5729	5006	55.0	Octadecabacter arcticus 238	391616	Aquatic
GCF_000165715.2	6.006602	4706	4625	56.5	Rubinisphaera brasiliensis DSM 5305	756272	Aquatic
GCF_000166135.1	8.815781	7251	7111	72.5	Pseudofrankia inefficax	298654	Plants
GCF_000175295.2	2.344824	2392	2233	34.5	Thermoanaerobacter brockii subsp. finnii Ako-1	509193	Aquatic
GCF_000176915.2	3.629109	3400	3304	62.5	Pseudodesulfovibrio aespoeensis Aspo-2	643562	Terrestrial
GCF_000179915.2	5.095226	4270	4194	57.5	Terriglobus saanensis SP1PR4	401053	Terrestrial
GCF_000183135.1	3.685504	3029	2951	39.0	Paludibacter propionicigenes WB4	694427	Plants
GCF_000183725.1	2.819357	2875	2794	44.5	Sulfuricurvum kujiense DSM 16994	709032	Aquatic
