accession	genome_size_mb	genes_total_num	genes_protein_num	gc_percent	organism_taxId	organism_name	environment	gene_density
GCF_020792675.1	4.101974	3693	3613	72.0	2887346	Brachybacterium halotolerans subsp. kimchii	Food production	900.3
GCF_020889625.1	2.827165	2852	2731	62.5	32062	Deinococcus radiophilus	Fish	1008.78
GCF_020911905.1	4.362213	3685	3593	34.5	2893884	Flavobacterium flavipigmentatum	Unclassified	844.75
GCF_020911925.1	5.740613	4584	4450	35.5	2893885	Flavobacterium cupriresistens	Fish	798.52
GCF_021389975.1	6.978354	5727	5650	42.0	2904245	Fulvivirga ulvae	Plants	820.68
GCF_021391495.1	8.183622	8132	7874	70.5	715473	Amycolatopsis acidiphila	Terrestrial	993.69
GCF_021922925.1	3.226754	3096	3029	73.5	1734031	Clavibacter phaseoli	Plants	959.48
GCF_021952865.1	3.243492	3093	3020	73.0	1401995	Clavibacter californiensis	Plants	953.6
GCF_022814725.1	3.582323	3344	3296	43.0	2835041	Bdellovibrio reynosensis	Plants	933.47
GCF_022871025.1	2.151969	2124	2019	56.0	211502	Conchiformibius kuhniae		987.0
GCF_023921225.1	3.707997	3247	3134	39.5	96232	Legionella lytica		875.67
GCF_024347275.1	3.880036	3573	3472	47.5	452627	Amphritea japonica		920.87
GCF_024453815.1	2.389603	2247	2164	60.5	38303	Corynebacterium pseudogenitalium	Mammals: Human	940.32
GCF_024453835.1	2.33704	2257	2164	63.0	585529	Corynebacterium genitalium ATCC 33030	Mammals: Human	965.75
GCF_024707545.1	7.548464	7389	6971	62.0	2775404	Mesorhizobium onobrychidis	Plants	978.87
GCF_025137375.1	10.494953	9671	9456	71.0	53359	Dactylosporangium fulvum	Terrestrial	921.49
GCF_025145845.1	3.809618	3246	3120	57.5	717959	Alistipes shahii WAL 8301	Mammals: Human	852.05
GCF_025148445.1	2.521323	2523	2424	38.0	45851	Eshraghiella crossota		1000.67
GCF_025148635.1	4.813254	3986	3878	42.5	544645	Butyricimonas virosa		828.13
GCF_025149125.1	6.353279	5736	5604	55.5	518636	[Clostridium] asparagiforme DSM 15981	Mammals: Human	902.84
GCF_025149625.1	2.460746	2101	2016	63.5	147206	Collinsella stercoris		853.81
GCF_025149915.1	3.112919	2755	2647	43.0	33043	Coprococcus eutactus		885.02
GCF_025151385.1	3.307707	2714	2578	45.5	679190	Hoylesella buccalis ATCC 35310	Mammals: Human	820.51
GCF_025152405.1	2.733858	2579	2435	42.5	471875	[Ruminococcus] lactaris ATCC 29176	Mammals: Human	943.36
GCF_025264685.1	8.220997	7768	7525	71.0	47989	Dactylosporangium roseum	Terrestrial	944.9
GCF_025917315.1	3.81831	3472	3374	52.0	2866211	Halomonas qaidamensis		909.3
GCF_026013905.1	3.348564	3067	2990	69.5	376175	Caldimonas aquatica		915.92
GCF_027594865.1	8.276659	7826	7667	64.0	2736875	Bradyrhizobium xenonodulans		945.55
GCF_027627435.1	9.155765	8288	7919	72.5	3004092	Kitasatospora cathayae	Plants	905.22
GCF_028609805.1	2.237865	2061	1963	65.0	1121364	Corynebacterium massiliense DSM 45435	Mammals: Human	920.97
GCF_028609825.1	2.279521	2207	2109	65.0	1232427	Corynebacterium ihumii	Mammals: Human	968.19
GCF_028622115.1	10.411187	9716	9415	70.0	1483604	Kutzneria chonburiensis	Terrestrial	933.23
GCF_028743515.2	3.113111	2754	2684	35.5	1165090	Imtechella halotolerans		884.65
GCF_029023825.1	2.622437	2665	2502	37.0	1814218	Enterococcus saccharolyticus subsp. saccharolyticus		1016.23
GCF_029632765.1	2.015622	1784	1712	60.5	1803177	Arcanobacterium wilhelmae		885.09
GCF_029953635.1	7.116433	6323	6110	40.5	1539056	Halotia branconii CENA392		888.51
GCF_030252345.1	9.80787	8793	8604	71.5	3040509	Actinoplanes oblitus	Terrestrial	896.52
GCF_030264295.1	10.665068	10362	9882	71.5	715472	Amycolatopsis nalaikhensis		971.58
GCF_030285625.1	10.050063	9950	9537	70.5	715471	Amycolatopsis carbonis		990.04
GCF_030285665.1	10.811244	10292	10062	71.5	715475	Amycolatopsis mongoliensis		951.97
GCF_030408815.1	2.962293	2681	2597	50.0	556548	Corynebacterium freiburgense	Mammals: Human	905.04
GCF_030408855.1	2.52932	2443	2350	63.0	187491	Corynebacterium glaucum	Mammals: Human	965.87
GCF_030413175.1	7.319411	6972	6813	63.5	3056648	Bradyrhizobium roseum		952.54
GCF_030440535.1	1.979952	1923	1846	64.5	1121354	Corynebacterium capitovis DSM 44611	Mammals	971.24
GCF_030440555.1	1.86313	1691	1617	49.5	1121355	Corynebacterium caspium DSM 44850	Mammals	907.61
GCF_030440575.1	2.584365	2280	2200	62.0	1121356	Corynebacterium ciconiae DSM 44920	Birds	882.23
GCF_030506285.1	7.134482	5893	5819	42.0	1397264	Catalinimonas niigatensis	Aquatic	825.99
GCF_032397745.1	9.083454	8469	8308	63.0	2854389	Bradyrhizobium prioriisuperbiae		932.35
GCF_033097365.1	12.144028	11162	10914	70.0	512349	Actinoplanes sichuanensis		919.13
GCF_034479515.1	6.321842	5554	5392	63.5	75659	Duganella zoogloeoides		878.54
GCF_035918295.1	10.405981	9695	9532	71.0	1448059	Amycolatopsis rhabdoformis		931.68
GCF_036632915.2	2.955389	2936	2686	56.0	3030638	Faecalibacterium taiwanense	Mammals: Human	993.44
GCF_037055315.1	3.316918	3030	2928	64.0	1547448	Arachnia rubra	Mammals: Human	913.5
GCF_038396765.1	6.5177	5443	5318	55.0	2267521	Chitinophaga caseinilytica	Terrestrial	835.11
GCF_038500265.1	2.563334	2133	2035	40.5	1111732	Ignatzschineria larvae DSM 13226	Arthropoda: Insects	832.12
GCF_040571325.1	8.019228	7311	7011	73.5	3156397	Kitasatospora camelliae	Terrestrial	911.68
GCF_040581405.1	3.437745	3268	3118	62.0	1307942	Komagataeibacter sucrofermentans DSM 15973	Plants	950.62
GCF_041892135.1	3.604506	3510	3437	66.5	74315	Brevundimonas intermedia	Aquatic	973.78
GCF_041897805.1	8.488118	7489	7291	71.5	155976	Actinokineospora auranticolor	Terrestrial	882.29
GCF_043575855.1	12.011312	11093	10893	70.5	1045776	Kutzneria buriramensis	Terrestrial	923.55
GCF_043950205.1	8.506699	7408	7097	73.0	3369522	Kitasatospora hibisci		870.84
GCF_044358485.1	5.289363	4691	4568	67.5	36821	Gordonia amarae		886.87
GCF_045016065.1	7.425094	6402	6240	65.5	2495579	Massilia atriviolacea	Terrestrial	862.21
GCF_045571495.1	7.598687	7153	6969	64.0	1300039	Bradyrhizobium centrosematis	Plants	941.35
GCF_045788535.1	4.046817	3436	3360	34.5	2583814	Allotamlana fucoidanivorans	Algae	849.06
GCF_046058945.1	2.324176	2278	2127	40.5	2757	Brochothrix campestris	Terrestrial	980.13
GCF_046603725.1	7.836137	7405	7245	71.0	941986	Amycolatopsis bartoniae		944.98
GCF_047276495.1	7.712874	6290	6136	43.0	1972598	Capilliphycus salinus ALCB114379		815.52
GCF_047345005.1	7.021699	6508	6348	62.5	346911	Labrys okinawensis	Plants	926.84
GCF_047456285.1	4.140558	3839	3715	44.0	1068975	Acetobacterium malicum subsp. dehalogenans DSM 11527	Wastewater	927.17
GCF_048565275.1	9.639276	8656	8499	51.5	859321	Desulfosarcina variabilis str. Montpellier	Aquatic	897.99
GCF_049347105.1	5.690982	4513	4444	46.0	3290090	Gaoshiqia hydrogeniformans		793.01
GCF_049949285.1	8.90957	8253	8070	63.0	1179767	Bradyrhizobium ganzhouense		926.31
GCF_900186995.1	2.181355	2081	1972	42.5	249188	Haemophilus pittmaniae		953.99
GCF_900187035.1	2.230342	2155	2064	34.0	158847	Megamonas hypermegale		966.22
GCF_900187255.1	2.688499	2435	2343	44.0	45243	Capnocytophaga haemolytica	Mammals: Human	905.71
GCF_900187315.1	2.814137	2849	2734	36.5	1643	Listeria welshimeri		1012.39
GCF_900475835.1	2.749647	2582	2488	58.5	43674	Jonesia denitrificans	Food production	939.03
GCF_900475885.1	1.993258	2046	1880	38.5	197575	Haemophilus aegyptius		1026.46
GCF_900476035.1	2.022832	1961	1853	42.5	888057	Aggregatibacter segnis ATCC 33393	Mammals: Human	969.43
GCF_900476045.1	1.76093	1718	1642	30.5	29391	Gemella morbillorum	Mammals: Human	975.62
GCF_900476215.1	1.576607	1462	1400	42.5	217	Helicobacter mustelae		927.31
GCF_900478165.1	4.384366	4195	4033	36.5	1467	Lederbergia lenta		956.81
GCF_900636745.1	2.451991	2313	2220	40.0	718	Actinobacillus equuli	Mammals	943.32
GCF_900637295.1	3.220508	2683	2592	70.0	52774	Actinomyces slackii		833.1
GCF_900637305.1	2.670755	2563	2435	59.0	2718	Cardiobacterium hominis		959.65
GCF_900637975.1	3.491241	2964	2818	69.0	1656	Actinomyces viscosus	Mammals	848.98
GCF_900660745.1	1.883099	1786	1726	28.0	29552	Haploplasma axanthum		948.44
GCF_901482605.1	2.740791	2695	2552	29.5	1498	Hathewaya histolytica		983.29
GCF_948472415.1	8.073621	7501	6750	74.0	2991545	Kitasatospora fiedleri	Terrestrial	929.08
GCF_964642095.1	2.849698	2547	2460	63.0	651822	Fretibacterium fastidiosum	Mammals: Human	893.78
GCF_000009905.1	3.566135	3403	3240	68.5	292459	Symbiobacterium thermophilum IAM 14863	Solid waste	954.25
GCF_000011245.1	3.630528	3628	3491	35.5	221109	Oceanobacillus iheyensis HTE831	Aquatic	999.3
GCF_000012305.1	2.650701	2265	2148	43.0	259536	Psychrobacter arcticus 273-4	Terrestrial	854.49
GCF_000012485.1	2.364842	2231	2144	57.5	319225	Pelodictyon luteolum DSM 273	Aquatic	943.4
GCF_000012885.1	3.665893	3262	3174	55.0	338963	Syntrophotalea carbinolica DSM 2380	Aquatic	889.82
GCF_000012965.1	2.201561	2220	2154	34.5	326298	Sulfurimonas denitrificans DSM 1251	Aquatic	1008.38
GCF_000013405.1	3.1793	2954	2853	51.5	56780	Syntrophus aciditrophicus SB	Wastewater	929.14
GCF_000013605.1	4.969784	4661	4554	59.5	338969	Rhodoferax ferrireducens T118		937.87
GCF_000013665.1	5.057531	4141	4074	46.0	203122	Saccharophagus degradans 2-40	Aquatic	818.78
GCF_000013705.1	2.971517	2875	2801	55.5	265072	Methylobacillus flagellatus KT	Wastewater	967.52
GCF_000013765.1	4.545906	3969	3793	45.0	318161	Shewanella denitrificans OS217	Aquatic	873.09
GCF_000013885.1	5.011522	4919	4503	61.5	323097	Nitrobacter hamburgensis X14	Terrestrial	981.54
GCF_000013985.1	3.373713	3320	3230	65.5	317655	Sphingopyxis alaskensis RB2256	Aquatic	984.08
GCF_000014965.1	4.990251	4051	3958	60.0	335543	Syntrophobacter fumaroxidans MPOB	Food production	811.78
GCF_000015045.1	4.241119	3942	3828	58.5	338966	Pelobacter propionicus DSM 2379	Aquatic	929.47
GCF_000015245.1	4.306142	3812	3669	53.5	326297	Shewanella amazonensis SB2B	Aquatic	885.25
GCF_000015285.1	4.559598	3954	3745	40.0	357804	Psychromonas ingrahamii 37	Aquatic	867.18
GCF_000015305.1	6.491865	6233	6063	68.0	350058	Mycolicibacterium vanbaalenii PYR-1	Terrestrial	960.12
GCF_000015505.1	5.366143	5167	4994	61.5	365044	Polaromonas naphthalenivorans CJ2	Terrestrial	962.89
GCF_000015565.1	5.597943	5339	5102	65.0	391735	Verminephrobacter eiseniae EF01-2	Annelida	953.74
GCF_000015725.1	4.643639	4594	4473	69.0	420662	Methylibium petroleiphilum PM1	Built environment	989.31
GCF_000016425.1	5.183331	4774	4542	69.5	369723	Salinispora tropica CNB-440	Terrestrial	921.03
GCF_000016785.1	1.823511	1871	1806	46.0	390874	Thermotoga petrophila RKU-1	Wastewater	1026.04
GCF_000016905.1	1.915238	2026	1945	31.5	391009	Thermosipho melanesiensis BI429	Mollusca	1057.83
GCF_000017265.1	4.379231	4347	4270	71.0	450851	Phenylobacterium zucineum HLK1	Mammals: Human	992.64
GCF_000017565.1	3.914745	3742	3676	62.5	402881	Parvibaculum lavamentivorans DS-1	Wastewater	955.87
GCF_000017805.1	5.723298	4644	4553	60.5	383372	Roseiflexus castenholzii DSM 13941	Aquatic	811.42
GCF_000017865.1	2.135342	2140	2081	38.5	416591	Pseudothermotoga lettingae TMO	Wastewater	1002.18
GCF_000018025.1	5.517674	4745	4555	46.0	425104	Shewanella sediminis HAW-EB3	Aquatic	859.96
GCF_000018285.1	5.174581	4466	4249	44.5	398579	Shewanella pealeana ATCC 700345	Mollusca	863.07
GCF_000018605.1	2.169548	2070	1990	34.0	403833	Petrotoga mobilis SJ95	Aquatic	954.12
GCF_000019185.1	5.226917	4520	4334	44.5	458817	Shewanella halifaxensis HAW-EB4	Aquatic	864.75
GCF_000019525.1	5.935403	5102	4893	43.5	392500	Shewanella woodyi ATCC 51908	Mollusca	859.59
GCF_000019965.1	5.957605	4717	4615	65.5	452637	Opitutus terrae PB90-1	Terrestrial	791.76
GCF_000020005.1	3.191453	3021	2928	36.5	457570	Natranaerobius thermophilus JW/NM-WN-LF	Aquatic	946.59
GCF_000020625.1	2.579695	2404	2320	50.0	290512	Prosthecochloris aestuarii DSM 271	Aquatic	931.89
GCF_000020645.1	3.018238	2922	2784	48.0	324925	Pelodictyon phaeoclathratiforme BU-1		968.11
GCF_000021545.1	1.640877	1772	1709	33.0	204536	Sulfurihydrogenibium azorense Az-Fu1	Aquatic	1079.91
GCF_000021565.1	1.983966	2102	2048	37.0	123214	Persephonella marina EX-H1	Aquatic	1059.49
GCF_000021685.1	2.920744	2640	2556	64.5	309801	Thermomicrobium roseum DSM 5159	Aquatic	903.88
GCF_000021725.1	1.676444	1793	1717	33.5	598659	Nautilia profundicola AmH	Annelida	1069.53
GCF_000021745.1	4.30543	3983	3864	63.0	395965	Methylocella silvestris BL2	Terrestrial	925.11
GCF_000021805.1	4.787694	4556	4409	40.0	41431	Rippkaea orientalis PCC 8801	Aquatic	951.61
GCF_000022085.1	8.839022	8727	8204	68.5	460265	Methylobacterium nodulans ORS 2060	Plants	987.33
GCF_000023065.1	3.471292	3282	3150	49.0	595494	Tolumonas auensis DSM 9187	Aquatic	945.47
GCF_000023465.1	5.128187	4504	4396	36.0	655815	Zunongwangia profunda SM-A87	Aquatic	878.28
GCF_000023705.1	2.54757	2384	2326	45.5	583345	Methylotenera mobilis JLW8	Aquatic	935.79
GCF_000023825.1	5.167383	4289	4226	42.0	485917	Pedobacter heparinus DSM 2366	Terrestrial	830.01
GCF_000024125.1	3.530383	3147	3091	55.5	313596	Robiginitalea biformata HTCC2501	Aquatic	891.4
GCF_000024365.1	6.060298	5513	5288	71.0	479431	Nakamurella multipartita DSM 44233	Wastewater	909.69
GCF_000024385.1	5.639016	5022	4907	71.5	471852	Thermomonospora curvata DSM 43183	Solid waste	890.58
GCF_000024405.1	4.48665	4270	4194	33.5	526218	Sebaldella termitidis ATCC 33386	Arthropoda: Insects	951.71
GCF_000024525.1	8.491258	7035	6936	50.0	504472	Spirosoma linguale DSM 74	Aquatic	828.5
GCF_000024545.1	6.841557	6568	6377	68.0	446470	Stackebrandtia nassauensis DSM 44728	Terrestrial	960.02
GCF_000024725.1	4.14526	3984	3864	51.5	472759	Nitrosococcus halophilus Nc 4	Aquatic	961.1
GCF_000024865.1	10.369518	9353	9138	71.0	479432	Streptosporangium roseum DSM 43021	Terrestrial	901.97
GCF_000024885.1	2.306351	2345	2282	39.0	525898	Sulfurospirillum deleyianum DSM 6946	Terrestrial	1016.76
GCF_000024905.1	1.848474	1834	1767	64.0	525903	Thermanaerovibrio acidaminovorans DSM 6589	Biotransformation	992.17
GCF_000024925.1	4.253413	3787	3704	72.0	446469	Sanguibacter keddieii DSM 10542	Mammals	890.34
GCF_000024965.1	3.83138	3528	3446	72.5	446471	Xylanimonas cellulosilytica DSM 15894	Terrestrial	920.82
GCF_000024985.1	3.993764	3548	3469	68.0	479434	Sphaerobacter thermophilus DSM 20745	Wastewater	888.38
GCF_000025005.1	3.101581	2928	2852	53.5	525904	Thermobaculum terrenum ATCC BAA-798	Terrestrial	944.03
GCF_000025605.1	1.500577	1650	1594	47.0	638303	Thermocrinis albus DSM 14484	Aquatic	1099.58
GCF_000025645.1	2.451061	2462	2315	34.0	580331	Thermoanaerobacter italicus Ab9	Aquatic	1004.46
GCF_000025705.1	3.003656	3030	2961	57.5	580332	Sideroxydans lithotrophicus ES-1	Aquatic	1008.77
GCF_000091325.1	4.962103	4168	3919	44.5	637905	Shewanella violacea DSS12	Aquatic	839.97
GCF_000092105.1	5.460085	4131	4042	53.5	521674	Planctopirus limnophila DSM 3776	Aquatic	756.58
GCF_000092405.1	2.405559	2416	2340	51.0	643648	Syntrophothermus lipocalidus DSM 12680	Wastewater	1004.34
GCF_000092425.1	3.260398	3054	2974	68.0	649638	Truepera radiovictrix DSM 17093	Aquatic	936.7
GCF_000092645.1	4.189976	3634	3539	72.5	469371	Thermobispora bispora DSM 43833	Solid waste	867.31
GCF_000092825.1	3.157527	3119	3028	67.0	640132	Segniliparus rotundus DSM 44985	Mammals: Human	987.8
GCF_000143085.1	3.373286	3191	3066	50.0	105559	Nitrosococcus watsonii C-113	Aquatic	945.96
GCF_000143985.1	4.65397	4358	4276	49.0	573413	Sediminispirochaeta smaragdinae DSM 11293	Terrestrial	936.4
GCF_000144645.1	2.280035	2341	2217	47.0	555079	Thermosediminibacter oceani DSM 16646	Aquatic	1026.74
GCF_000147355.1	2.153198	2237	2171	35.0	563040	Sulfurimonas autotrophica DSM 16294	Aquatic	1038.92
GCF_000147695.2	2.785056	2795	2489	34.5	697303	Thermoanaerobacter wiegelii Rt8.B1	Aquatic	1003.57
GCF_000152825.2	2.902643	2711	2638	60.5	314260	Parvularcula bermudensis HTCC2503	Aquatic	933.98
GCF_000153485.2	4.321832	3819	3624	34.5	313595	Psychroflexus torquis ATCC 700755	Aquatic	883.65
GCF_000154785.2	4.74545	4560	4404	57.0	391595	Roseobacter litoralis Och 149	Plants	960.92
GCF_000155675.2	4.875481	5091	4527	54.5	391626	Octadecabacter antarcticus 307	Unclassified	1044.2
GCF_000155735.2	5.478249	5729	5006	55.0	391616	Octadecabacter arcticus 238	Aquatic	1045.77
GCF_000165715.2	6.006602	4706	4625	56.5	756272	Rubinisphaera brasiliensis DSM 5305	Aquatic	783.47
GCF_000166055.1	4.014469	3730	3602	62.0	648757	Rhodomicrobium vannielii ATCC 17100		929.14
GCF_000166135.1	8.815781	7251	7111	72.5	298654	Pseudofrankia inefficax	Plants	822.5
GCF_000175295.2	2.344824	2392	2233	34.5	509193	Thermoanaerobacter brockii subsp. finnii Ako-1	Aquatic	1020.12
GCF_000176915.2	3.629109	3400	3304	62.5	643562	Pseudodesulfovibrio aespoeensis Aspo-2	Terrestrial	936.87
GCF_000179915.2	5.095226	4270	4194	57.5	401053	Terriglobus saanensis SP1PR4	Terrestrial	838.04
GCF_000183135.1	3.685504	3029	2951	39.0	694427	Paludibacter propionicigenes WB4	Plants	821.87
GCF_000183725.1	2.819357	2875	2794	44.5	709032	Sulfuricurvum kujiense DSM 16994	Aquatic	1019.74
GCF_000183745.1	2.439291	2460	2396	70.0	670487	Oceanithermus profundus DSM 14977	Aquatic	1008.49
GCF_000184345.1	2.560222	2371	2290	61.0	869211	Winmispira thermophila DSM 6578	Aquatic	926.09
GCF_000184705.1	2.844696	2438	2335	72.5	644966	Thermaerobacter marianensis DSM 12885	Aquatic	857.03
GCF_000185805.1	1.759526	1891	1828	52.0	648996	Thermovibrio ammonificans HB-1	Aquatic	1074.72
GCF_000186245.1	2.101285	2192	2120	54.0	749222	Nitratifractor salsuginis DSM 16511	Aquatic	1043.17
GCF_000189775.2	2.534358	2498	2381	35.0	858215	Thermoanaerobacterium xylanolyticum LX-11	Aquatic	985.65
GCF_000190435.1	3.316466	3114	3041	49.0	158189	Sphaerochaeta globosa str. Buddy	Aquatic	938.95
GCF_000190575.1	4.308663	3775	3600	46.5	667015	Phocaeicola salanitronis DSM 18170	Birds	876.14
GCF_000190635.1	3.406739	3393	3285	46.5	645991	Syntrophobotulus glycolicus DSM 8271	Wastewater	995.97
GCF_000190735.1	4.635236	3866	3787	36.5	762903	Pseudopedobacter saltans DSM 12145	Terrestrial	834.05
GCF_000192745.1	4.718963	4507	4403	67.0	991905	Polymorphum gilvum SL003B-26A1	Terrestrial	955.08
GCF_000195275.1	2.897425	2838	2758	39.0	869209	Treponema succinifaciens DSM 2489	Mammals	979.49
GCF_000196355.1	3.234309	2921	2829	54.0	323848	Nitrosospira multiformis ATCC 25196	Terrestrial	903.13
GCF_000196535.1	2.14648	1889	1813	55.5	548479	Mobiluncus curtisii ATCC 43063	Mammals: Human	880.05
GCF_000204155.1	6.732271	6102	5934	71.0	263358	Micromonospora maris AB-18-032	Aquatic	906.38
GCF_000208385.1	2.227296	1905	1835	50.5	760011	Parasphaerochaeta coccoides DSM 17374	Arthropoda: Insects	855.3
GCF_000212375.1	2.18637	1715	1643	52.5	879243	Porphyromonas asaccharolytica DSM 20707	Mammals	784.41
GCF_000212395.1	1.898865	1923	1850	34.0	747365	Thermodesulfobium narugense DSM 14796	Aquatic	1012.71
GCF_000212415.1	3.05558	2652	2586	51.5	906968	Treponema brennaborense DSM 12168	Mammals	867.92
GCF_000213235.1	2.759867	2687	2577	37.5	1209989	Tepidanaerobacter acetatoxydans Re1	Bioreactor	973.6
GCF_000214825.1	1.932455	1725	1672	47.0	717773	Thiomicrospira cyclica ALM1	Aquatic	892.65
GCF_000217655.1	1.13339	1036	967	52.5	545776	Treponema paraluiscuniculi Cuniculi A	Mammals	914.07
GCF_000217795.1	2.322224	2292	2211	42.5	667014	Thermodesulfatator indicus DSM 15286	Aquatic	986.98
GCF_000217815.1	2.039943	2079	2002	40.5	688269	Pseudothermotoga thermarum DSM 5069	Terrestrial	1019.15
GCF_000218895.1	6.919729	5898	5819	46.5	761193	Runella slithyformis DSM 19594	Aquatic	852.35
GCF_000227665.2	2.158359	2107	2050	46.0	717772	Thiomicrospira aerophila AL3		976.2
GCF_000227685.2	3.756729	3549	3405	66.5	713585	Thioalkalivibrio paradoxus ARh 1		944.7
GCF_000227705.2	4.355525	4116	3924	60.0	717605	Thermobacillus composti KWC4	Bioreactor	945.01
GCF_000227745.2	5.017071	4649	4463	62.5	765911	Thiocystis violascens DSM 198	Aquatic	926.64
GCF_000236685.1	3.590853	3281	3200	46.0	158190	Sphaerochaeta pleomorpha str. Grapes	Aquatic	913.71
GCF_000236705.1	4.000057	3531	3473	40.0	926562	Owenweeksia hongkongensis DSM 17368	Aquatic	882.74
GCF_000237205.1	2.628375	2391	2331	41.5	331113	Simkania negevensis Z	Lab synthesis	909.69
GCF_000237305.1	8.092553	7237	7011	73.0	1003195	Streptantibioticus cattleyicolor NRRL 8057 = DSM 46488	Terrestrial	894.28
GCF_000238255.3	4.752413	4313	4182	41.0	1117319	Pseudoalteromonas spongiae UST010723-006	Aquatic	907.54
GCF_000242335.1	3.350206	2657	2521	56.0	908937	Prevotella dentalis DSM 3688	Mammals: Human	793.09
GCF_000242455.2	9.755686	7381	7185	62.0	886293	Singulisphaera acidiphila DSM 18658	Aquatic	756.58
GCF_000242595.2	3.285855	2870	2804	58.0	889378	Spirochaeta africana DSM 8902	Aquatic	873.44
GCF_000242635.2	5.202069	4482	4383	37.5	929556	Solitalea canadensis DSM 3403	Terrestrial	861.58
GCF_000243115.2	4.697343	3847	3791	45.0	929713	Niabella soli DSM 19437	Terrestrial	818.97
GCF_000246855.1	9.033684	7222	7126	45.0	700598	Niastella koreensis GR20-10	Terrestrial	799.45
GCF_000262305.1	4.158725	3951	3755	56.5	630626	Shimwellia blattae DSM 4481 = NBRC 105725	Arthropoda: Insects	950.05
GCF_000265295.1	2.510109	2564	2500	39.0	760154	Sulfurospirillum barnesii SES-3	Terrestrial	1021.47
GCF_000265425.1	5.227858	4341	4253	60.5	926566	Terriglobus roseus DSM 18391	Terrestrial	830.36
GCF_000266885.1	4.409302	4204	4112	53.5	869212	Turneriella parva DSM 21527	Lab enrichment	953.44
